id,team_id,year,att,made,range
2432,27,1984,4,4,2
2433,27,1984,7,6,3
2434,27,1984,0,0,4
2435,27,1984,0,0,5
2436,28,1984,0,0,0
2437,28,1984,9,8,1
2438,28,1984,9,6,2
2439,28,1984,11,8,3
2440,28,1984,0,0,4
2441,28,1984,0,0,5
2442,31,1984,2,2,0
2443,31,1984,3,3,1
2444,31,1984,9,9,2
2445,31,1984,5,3,3
2446,31,1984,0,0,4
2447,31,1984,0,0,5
2448,0,1985,0,0,0
2449,0,1985,7,5,1
2450,0,1985,8,5,2
2451,0,1985,5,3,3
2452,0,1985,0,0,4
2453,0,1985,0,0,5
2454,1,1985,2,2,0
2455,1,1985,13,13,1
2456,1,1985,14,13,2
2457,1,1985,6,3,3
2458,1,1985,0,0,4
2459,1,1985,0,0,5
2460,2,1985,0,0,0
2461,2,1985,8,7,1
2462,2,1985,13,12,2
2463,2,1985,6,4,3
2464,2,1985,0,0,4
2465,2,1985,0,0,5
2466,3,1985,0,0,0
2467,3,1985,8,7,1
2468,3,1985,4,2,2
2469,3,1985,5,4,3
2470,3,1985,0,0,4
2471,3,1985,0,0,5
2472,4,1985,2,2,0
2473,4,1985,9,7,1
2474,4,1985,11,6,2
2475,4,1985,11,8,3
2476,4,1985,0,0,4
2477,4,1985,0,0,5
2478,5,1985,1,1,0
2479,5,1985,2,2,1
2480,5,1985,9,8,2
2481,5,1985,5,3,3
2482,5,1985,0,0,4
2483,5,1985,0,0,5
2484,6,1985,1,1,0
2485,6,1985,5,5,1
2486,6,1985,10,8,2
2487,6,1985,10,5,3
2488,6,1985,0,0,4
2489,6,1985,0,0,5
2490,7,1985,1,1,0
2491,7,1985,5,3,1
2492,7,1985,8,5,2
2493,7,1985,10,4,3
2494,7,1985,0,0,4
2495,7,1985,0,0,5
2496,8,1985,1,1,0
2497,8,1985,8,8,1
2498,8,1985,10,6,2
2499,8,1985,7,3,3
2500,8,1985,0,0,4
2501,8,1985,0,0,5
2502,9,1985,0,0,0
2503,9,1985,4,4,1
2504,9,1985,11,10,2
2505,9,1985,7,7,3
2506,9,1985,0,0,4
2507,9,1985,0,0,5
2508,10,1985,0,0,0
2509,10,1985,11,9,1
2510,10,1985,6,5,2
2511,10,1985,6,2,3
2512,10,1985,0,0,4
2513,10,1985,0,0,5
2514,12,1985,1,1,0
2515,12,1985,5,5,1
2516,12,1985,11,8,2
2517,12,1985,9,4,3
2518,12,1985,0,0,4
2519,12,1985,0,0,5
2520,13,1985,0,0,0
2521,13,1985,9,8,1
2522,13,1985,6,5,2
2523,13,1985,9,9,3
2524,13,1985,0,0,4
2525,13,1985,0,0,5
2526,14,1985,0,0,0
2527,14,1985,6,6,1
2528,14,1985,11,11,2
2529,14,1985,8,6,3
2530,14,1985,0,0,4
2531,14,1985,0,0,5
2532,15,1985,0,0,0
2533,15,1985,9,7,1
2534,15,1985,10,8,2
2535,15,1985,11,8,3
2536,15,1985,0,0,4
2537,15,1985,0,0,5
2538,16,1985,1,1,0
2539,16,1985,9,6,1
2540,16,1985,9,7,2
2541,16,1985,12,7,3
2542,16,1985,0,0,4
2543,16,1985,0,0,5
2544,18,1985,2,2,0
2545,18,1985,11,11,1
2546,18,1985,8,6,2
2547,18,1985,8,4,3
2548,18,1985,0,0,4
2549,18,1985,0,0,5
2550,19,1985,2,2,0
2551,19,1985,7,5,1
2552,19,1985,12,11,2
2553,19,1985,7,6,3
2554,19,1985,0,0,4
2555,19,1985,0,0,5
2556,30,1985,0,0,0
2557,30,1985,7,6,1
2558,30,1985,11,8,2
2559,30,1985,6,4,3
2560,30,1985,0,0,4
2561,30,1985,0,0,5
2562,20,1985,0,0,0
2563,20,1985,12,10,1
2564,20,1985,4,4,2
2565,20,1985,9,5,3
2566,20,1985,0,0,4
2567,20,1985,0,0,5
2568,22,1985,1,1,0
2569,22,1985,9,7,1
2570,22,1985,9,9,2
2571,22,1985,9,5,3
2572,22,1985,0,0,4
2573,22,1985,0,0,5
2574,23,1985,0,0,0
2575,23,1985,9,9,1
2576,23,1985,10,7,2
2577,23,1985,12,3,3
2578,23,1985,0,0,4
2579,23,1985,0,0,5
2580,24,1985,0,0,0
2581,24,1985,5,5,1
2582,24,1985,12,9,2
2583,24,1985,8,6,3
2584,24,1985,0,0,4
2585,24,1985,0,0,5
2586,11,1985,0,0,0
2587,11,1985,8,7,1
2588,11,1985,13,8,2
2589,11,1985,13,7,3
2590,11,1985,0,0,4
2591,11,1985,0,0,5
2592,26,1985,0,0,0
2593,26,1985,5,4,1
2594,26,1985,14,13,2
2595,26,1985,12,11,3
2596,26,1985,0,0,4
2597,26,1985,0,0,5
2598,27,1985,0,0,0
2599,27,1985,5,5,1
2600,27,1985,9,7,2
2601,27,1985,8,1,3
2602,27,1985,0,0,4
2603,27,1985,0,0,5
2604,28,1985,1,1,0
2605,28,1985,13,12,1
2606,28,1985,15,14,2
2607,28,1985,9,5,3
2608,28,1985,0,0,4
2609,28,1985,0,0,5
2610,31,1985,2,1,0
2611,31,1985,11,10,1
2612,31,1985,7,3,2
2613,31,1985,5,1,3
2614,31,1985,0,0,4
2615,31,1985,0,0,5
2616,0,1986,0,0,0
2617,0,1986,6,6,1
2618,0,1986,18,14,2
2619,0,1986,9,4,3
2620,0,1986,0,0,4
2621,0,1986,0,0,5
2622,1,1986,1,1,0
2623,1,1986,14,11,1
2624,1,1986,12,9,2
2625,1,1986,8,6,3
2626,1,1986,0,0,4
2627,1,1986,0,0,5
2628,2,1986,2,1,0
2629,2,1986,5,4,1
2630,2,1986,7,5,2
2631,2,1986,14,5,3
2632,2,1986,0,0,4
2633,2,1986,0,0,5
2634,3,1986,1,1,0
2635,3,1986,6,6,1
2636,3,1986,7,7,2
2637,3,1986,8,3,3
2638,3,1986,0,0,4
2639,3,1986,0,0,5
2640,4,1986,0,0,0
2641,4,1986,4,3,1
2642,4,1986,8,8,2
2643,4,1986,14,8,3
2644,4,1986,0,0,4
2645,4,1986,0,0,5
2646,5,1986,5,5,0
2647,5,1986,11,9,1
2648,5,1986,11,10,2
2649,5,1986,3,1,3
2650,5,1986,0,0,4
2651,5,1986,0,0,5
2652,6,1986,0,0,0
2653,6,1986,5,5,1
2654,6,1986,8,7,2
2655,6,1986,6,3,3
2656,6,1986,0,0,4
2657,6,1986,0,0,5
2658,7,1986,0,0,0
2659,7,1986,5,4,1
2660,7,1986,10,5,2
2661,7,1986,9,2,3
2662,7,1986,0,0,4
2663,7,1986,0,0,5
2664,8,1986,1,1,0
2665,8,1986,9,6,1
2666,8,1986,8,5,2
2667,8,1986,5,3,3
2668,8,1986,0,0,4
2669,8,1986,0,0,5
2670,9,1986,1,1,0
2671,9,1986,6,5,1
2672,9,1986,5,5,2
2673,9,1986,13,8,3
2674,9,1986,0,0,4
2675,9,1986,0,0,5
2676,10,1986,0,0,0
2677,10,1986,4,4,1
2678,10,1986,5,2,2
2679,10,1986,8,5,3
2680,10,1986,0,0,4
2681,10,1986,0,0,5
2682,12,1986,0,0,0
2683,12,1986,5,4,1
2684,12,1986,7,6,2
2685,12,1986,7,4,3
2686,12,1986,0,0,4
2687,12,1986,0,0,5
2688,13,1986,1,1,0
2689,13,1986,5,5,1
2690,13,1986,6,4,2
2691,13,1986,8,3,3
2692,13,1986,0,0,4
2693,13,1986,0,0,5
2694,14,1986,0,0,0
2695,14,1986,6,6,1
2696,14,1986,12,10,2
2697,14,1986,10,3,3
2698,14,1986,0,0,4
2699,14,1986,0,0,5
2700,15,1986,2,2,0
2701,15,1986,5,4,1
2702,15,1986,11,7,2
2703,15,1986,14,10,3
2704,15,1986,0,0,4
2705,15,1986,0,0,5
2706,16,1986,0,0,0
2707,16,1986,13,12,1
2708,16,1986,10,8,2
2709,16,1986,12,6,3
2710,16,1986,0,0,4
2711,16,1986,0,0,5
2712,18,1986,1,1,0
2713,18,1986,5,5,1
2714,18,1986,4,4,2
2715,18,1986,8,5,3
2716,18,1986,0,0,4
2717,18,1986,0,0,5
2718,19,1986,2,2,0
2719,19,1986,2,1,1
2720,19,1986,8,7,2
2721,19,1986,8,6,3
2722,19,1986,0,0,4
2723,19,1986,0,0,5
2724,30,1986,1,1,0
2725,30,1986,7,7,1
2726,30,1986,9,7,2
2727,30,1986,7,6,3
2728,30,1986,0,0,4
2729,30,1986,0,0,5
2730,20,1986,0,0,0
2731,20,1986,8,8,1
2732,20,1986,6,4,2
2733,20,1986,9,3,3
2734,20,1986,0,0,4
2735,20,1986,0,0,5
2736,22,1986,1,1,0
2737,22,1986,7,7,1
2738,22,1986,17,15,2
2739,22,1986,16,9,3
2740,22,1986,0,0,4
2741,22,1986,0,0,5
2742,23,1986,3,3,0
2743,23,1986,6,6,1
2744,23,1986,9,6,2
2745,23,1986,8,5,3
2746,23,1986,0,0,4
2747,23,1986,0,0,5
2748,24,1986,1,1,0
2749,24,1986,6,5,1
2750,24,1986,9,6,2
2751,24,1986,6,4,3
2752,24,1986,0,0,4
2753,24,1986,0,0,5
2754,11,1986,1,1,0
2755,11,1986,9,8,1
2756,11,1986,5,3,2
2757,11,1986,10,4,3
2758,11,1986,0,0,4
2759,11,1986,0,0,5
2760,26,1986,1,1,0
2761,26,1986,11,11,1
2762,26,1986,7,6,2
2763,26,1986,6,6,3
2764,26,1986,0,0,4
2765,26,1986,0,0,5
2766,27,1986,0,0,0
2767,27,1986,8,6,1
2768,27,1986,9,8,2
2769,27,1986,11,3,3
2770,27,1986,0,0,4
2771,27,1986,0,0,5
2772,28,1986,1,0,0
2773,28,1986,7,6,1
2774,28,1986,7,6,2
2775,28,1986,14,9,3
2776,28,1986,0,0,4
2777,28,1986,0,0,5
2778,31,1986,0,0,0
2779,31,1986,8,7,1
2780,31,1986,10,9,2
2781,31,1986,7,4,3
2782,31,1986,0,0,4
2783,31,1986,0,0,5
2784,0,1987,0,0,0
2785,0,1987,8,7,1
2786,0,1987,7,6,2
2787,0,1987,8,3,3
2788,0,1987,0,0,4
2789,0,1987,0,0,5
2790,1,1987,0,0,0
2791,1,1987,14,14,1
2792,1,1987,5,5,2
2793,1,1987,7,1,3
2794,1,1987,0,0,4
2795,1,1987,0,0,5
2796,2,1987,0,0,0
2797,2,1987,8,7,1
2798,2,1987,12,12,2
2799,2,1987,12,6,3
2800,2,1987,0,0,4
2801,2,1987,0,0,5
2802,3,1987,0,0,0
2803,3,1987,5,4,1
2804,3,1987,9,5,2
2805,3,1987,6,3,3
2806,3,1987,0,0,4
2807,3,1987,0,0,5
2808,4,1987,0,0,0
2809,4,1987,10,10,1
2810,4,1987,8,6,2
2811,4,1987,8,4,3
2812,4,1987,0,0,4
2813,4,1987,0,0,5
2814,5,1987,0,0,0
2815,5,1987,11,11,1
2816,5,1987,10,5,2
2817,5,1987,9,5,3
2818,5,1987,0,0,4
2819,5,1987,0,0,5
2820,6,1987,0,0,0
2821,6,1987,3,3,1
2822,6,1987,8,7,2
2823,6,1987,11,8,3
2824,6,1987,0,0,4
2825,6,1987,0,0,5
2826,7,1987,0,0,0
2827,7,1987,10,7,1
2828,7,1987,9,4,2
2829,7,1987,8,3,3
2830,7,1987,0,0,4
2831,7,1987,0,0,5
2832,8,1987,0,0,0
2833,8,1987,6,5,1
2834,8,1987,13,9,2
2835,8,1987,6,2,3
2836,8,1987,0,0,4
2837,8,1987,0,0,5
2838,9,1987,1,1,0
2839,9,1987,5,5,1
2840,9,1987,10,8,2
2841,9,1987,7,5,3
2842,9,1987,0,0,4
2843,9,1987,0,0,5
2844,10,1987,0,0,0
2845,10,1987,7,6,1
2846,10,1987,14,14,2
2847,10,1987,9,6,3
2848,10,1987,0,0,4
2849,10,1987,0,0,5
2850,12,1987,0,0,0
2851,12,1987,8,8,1
2852,12,1987,8,7,2
2853,12,1987,12,9,3
2854,12,1987,0,0,4
2855,12,1987,0,0,5
2856,13,1987,2,2,0
2857,13,1987,2,2,1
2858,13,1987,3,3,2
2859,13,1987,9,5,3
2860,13,1987,0,0,4
2861,13,1987,0,0,5
2862,14,1987,1,1,0
2863,14,1987,5,4,1
2864,14,1987,11,6,2
2865,14,1987,12,8,3
2866,14,1987,0,0,4
2867,14,1987,0,0,5
2868,15,1987,1,1,0
2869,15,1987,2,2,1
2870,15,1987,3,3,2
2871,15,1987,7,4,3
2872,15,1987,0,0,4
2873,15,1987,0,0,5
2874,16,1987,1,1,0
2875,16,1987,10,9,1
2876,16,1987,6,4,2
2877,16,1987,11,4,3
2878,16,1987,0,0,4
2879,16,1987,0,0,5
2880,18,1987,0,0,0
2881,18,1987,12,12,1
2882,18,1987,8,6,2
2883,18,1987,5,2,3
2884,18,1987,0,0,4
2885,18,1987,0,0,5
2886,19,1987,1,1,0
2887,19,1987,9,9,1
2888,19,1987,15,10,2
2889,19,1987,12,5,3
2890,19,1987,0,0,4
2891,19,1987,0,0,5
2892,30,1987,2,2,0
2893,30,1987,7,7,1
2894,30,1987,7,5,2
2895,30,1987,15,11,3
2896,30,1987,0,0,4
2897,30,1987,0,0,5
2898,20,1987,0,0,0
2899,20,1987,5,4,1
2900,20,1987,11,8,2
2901,20,1987,12,9,3
2902,20,1987,0,0,4
2903,20,1987,0,0,5
2904,22,1987,0,0,0
2905,22,1987,6,6,1
2906,22,1987,11,6,2
2907,22,1987,8,3,3
2908,22,1987,0,0,4
2909,22,1987,0,0,5
2910,23,1987,0,0,0
2911,23,1987,6,6,1
2912,23,1987,14,10,2
2913,23,1987,10,3,3
2914,23,1987,0,0,4
2915,23,1987,0,0,5
2916,24,1987,1,1,0
2917,24,1987,6,6,1
2918,24,1987,4,3,2
2919,24,1987,9,7,3
2920,24,1987,0,0,4
2921,24,1987,0,0,5
2922,11,1987,1,1,0
2923,11,1987,7,7,1
2924,11,1987,12,7,2
2925,11,1987,8,3,3
2926,11,1987,0,0,4
2927,11,1987,0,0,5
2928,26,1987,3,3,0
2929,26,1987,8,8,1
2930,26,1987,11,10,2
2931,26,1987,14,10,3
2932,26,1987,0,0,4
2933,26,1987,0,0,5
2934,27,1987,0,0,0
2935,27,1987,9,9,1
2936,27,1987,7,4,2
2937,27,1987,5,4,3
2938,27,1987,0,0,4
2939,27,1987,0,0,5
2940,28,1987,0,0,0
2941,28,1987,10,8,1
2942,28,1987,5,4,2
2943,28,1987,12,8,3
2944,28,1987,0,0,4
2945,28,1987,0,0,5
2946,31,1987,0,0,0
2947,31,1987,12,10,1
2948,31,1987,6,3,2
2949,31,1987,9,0,3
2950,31,1987,0,0,4
2951,31,1987,0,0,5
2952,0,1988,1,1,0
2953,0,1988,10,9,1
2954,0,1988,11,9,2
2955,0,1988,11,7,3
2956,0,1988,0,0,4
2957,0,1988,0,0,5
2958,1,1988,1,1,0
2959,1,1988,4,4,1
2960,1,1988,8,7,2
2961,1,1988,6,3,3
2962,1,1988,0,0,4
2963,1,1988,0,0,5
2964,2,1988,1,1,0
2965,2,1988,5,5,1
2966,2,1988,4,3,2
2967,2,1988,5,2,3
2968,2,1988,0,0,4
2969,2,1988,0,0,5
2970,3,1988,1,1,0
2971,3,1988,10,10,1
2972,3,1988,16,15,2
2973,3,1988,9,6,3
2974,3,1988,0,0,4
2975,3,1988,0,0,5
2976,4,1988,1,1,0
2977,4,1988,10,9,1
2978,4,1988,13,6,2
2979,4,1988,8,5,3
2980,4,1988,0,0,4
2981,4,1988,0,0,5
2982,5,1988,1,1,0
2983,5,1988,12,10,1
2984,5,1988,10,8,2
2985,5,1988,6,5,3
2986,5,1988,0,0,4
2987,5,1988,0,0,5
2988,6,1988,1,1,0
2989,6,1988,9,8,1
2990,6,1988,9,7,2
2991,6,1988,7,3,3
2992,6,1988,0,0,4
2993,6,1988,0,0,5
2994,7,1988,1,1,0
2995,7,1988,6,4,1
2996,7,1988,3,3,2
2997,7,1988,9,3,3
2998,7,1988,0,0,4
2999,7,1988,0,0,5
3000,8,1988,0,0,0
3001,8,1988,6,6,1
3002,8,1988,5,3,2
3003,8,1988,9,5,3
3004,8,1988,0,0,4
3005,8,1988,0,0,5
3006,9,1988,0,0,0
3007,9,1988,8,7,1
3008,9,1988,11,9,2
3009,9,1988,10,8,3
3010,9,1988,0,0,4
3011,9,1988,0,0,5
3012,10,1988,0,0,0
3013,10,1988,8,8,1
3014,10,1988,6,5,2
3015,10,1988,10,6,3
3016,10,1988,0,0,4
3017,10,1988,0,0,5
3018,12,1988,0,0,0
3019,12,1988,5,4,1
3020,12,1988,7,4,2
3021,12,1988,10,4,3
3022,12,1988,0,0,4
3023,12,1988,0,0,5
3024,13,1988,0,0,0
3025,13,1988,6,5,1
3026,13,1988,8,5,2
3027,13,1988,3,1,3
3028,13,1988,0,0,4
3029,13,1988,0,0,5
3030,14,1988,2,2,0
3031,14,1988,10,9,1
3032,14,1988,11,8,2
3033,14,1988,6,3,3
3034,14,1988,0,0,4
3035,14,1988,0,0,5
3036,15,1988,1,1,0
3037,15,1988,4,3,1
3038,15,1988,9,6,2
3039,15,1988,12,8,3
3040,15,1988,0,0,4
3041,15,1988,0,0,5
3042,16,1988,0,0,0
3043,16,1988,7,7,1
3044,16,1988,12,9,2
3045,16,1988,8,7,3
3046,16,1988,0,0,4
3047,16,1988,0,0,5
3048,18,1988,0,0,0
3049,18,1988,9,9,1
3050,18,1988,8,7,2
3051,18,1988,10,7,3
3052,18,1988,0,0,4
3053,18,1988,0,0,5
3054,19,1988,1,1,0
3055,19,1988,8,8,1
3056,19,1988,9,9,2
3057,19,1988,2,2,3
3058,19,1988,0,0,4
3059,19,1988,0,0,5
3060,30,1988,1,1,0
3061,30,1988,5,3,1
3062,30,1988,8,7,2
3063,30,1988,16,9,3
3064,30,1988,0,0,4
3065,30,1988,0,0,5
3066,20,1988,0,0,0
3067,20,1988,6,5,1
3068,20,1988,7,5,2
3069,20,1988,10,2,3
3070,20,1988,0,0,4
3071,20,1988,0,0,5
3072,22,1988,0,0,0
3073,22,1988,7,5,1
3074,22,1988,8,5,2
3075,22,1988,7,2,3
3076,22,1988,0,0,4
3077,22,1988,0,0,5
3078,23,1988,1,1,0
3079,23,1988,7,7,1
3080,23,1988,6,3,2
3081,23,1988,11,6,3
3082,23,1988,0,0,4
3083,23,1988,0,0,5
3084,24,1988,1,1,0
3085,24,1988,12,9,1
3086,24,1988,10,8,2
3087,24,1988,8,6,3
3088,24,1988,0,0,4
3089,24,1988,0,0,5
3090,11,1988,1,1,0
3091,11,1988,8,6,1
3092,11,1988,7,5,2
3093,11,1988,10,7,3
3094,11,1988,0,0,4
3095,11,1988,0,0,5
3096,26,1988,1,1,0
3097,26,1988,12,11,1
3098,26,1988,11,8,2
3099,26,1988,8,5,3
3100,26,1988,0,0,4
3101,26,1988,0,0,5
3102,27,1988,1,1,0
3103,27,1988,4,4,1
3104,27,1988,9,7,2
3105,27,1988,14,10,3
3106,27,1988,0,0,4
3107,27,1988,0,0,5
3108,28,1988,1,1,0
3109,28,1988,11,11,1
3110,28,1988,10,9,2
3111,28,1988,12,6,3
3112,28,1988,0,0,4
3113,28,1988,0,0,5
3114,31,1988,3,2,0
3115,31,1988,7,7,1
3116,31,1988,10,10,2
3117,31,1988,5,1,3
3118,31,1988,0,0,4
3119,31,1988,0,0,5
3120,0,1989,3,3,0
3121,0,1989,8,8,1
3122,0,1989,9,8,2
3123,0,1989,15,10,3
3124,0,1989,0,0,4
3125,0,1989,0,0,5
3126,1,1989,0,0,0
3127,1,1989,6,6,1
3128,1,1989,7,6,2
3129,1,1989,5,3,3
3130,1,1989,0,0,4
3131,1,1989,0,0,5
3132,2,1989,0,0,0
3133,2,1989,10,10,1
3134,2,1989,5,3,2
3135,2,1989,5,1,3
3136,2,1989,0,0,4
3137,2,1989,0,0,5
3138,3,1989,0,0,0
3139,3,1989,6,5,1
3140,3,1989,9,8,2
3141,3,1989,15,10,3
3142,3,1989,0,0,4
3143,3,1989,0,0,5
3144,4,1989,3,3,0
3145,4,1989,14,13,1
3146,4,1989,8,8,2
3147,4,1989,7,3,3
3148,4,1989,0,0,4
3149,4,1989,0,0,5
3150,5,1989,0,0,0
3151,5,1989,5,5,1
3152,5,1989,8,6,2
3153,5,1989,9,4,3
3154,5,1989,0,0,4
3155,5,1989,0,0,5
3156,6,1989,0,0,0
3157,6,1989,9,9,1
3158,6,1989,6,6,2
3159,6,1989,10,5,3
3160,6,1989,0,0,4
3161,6,1989,0,0,5
3162,7,1989,0,0,0
3163,7,1989,7,7,1
3164,7,1989,6,5,2
3165,7,1989,11,5,3
3166,7,1989,0,0,4
3167,7,1989,0,0,5
3168,8,1989,0,0,0
3169,8,1989,6,6,1
3170,8,1989,9,6,2
3171,8,1989,6,4,3
3172,8,1989,0,0,4
3173,8,1989,0,0,5
3174,9,1989,1,1,0
3175,9,1989,6,6,1
3176,9,1989,14,10,2
3177,9,1989,9,6,3
3178,9,1989,0,0,4
3179,9,1989,0,0,5
3180,10,1989,2,2,0
3181,10,1989,6,6,1
3182,10,1989,10,9,2
3183,10,1989,5,3,3
3184,10,1989,0,0,4
3185,10,1989,0,0,5
3186,12,1989,1,1,0
3187,12,1989,2,2,1
3188,12,1989,5,3,2
3189,12,1989,9,4,3
3190,12,1989,0,0,4
3191,12,1989,0,0,5
3192,13,1989,1,1,0
3193,13,1989,8,8,1
3194,13,1989,6,5,2
3195,13,1989,8,4,3
3196,13,1989,0,0,4
3197,13,1989,0,0,5
3198,14,1989,2,2,0
3199,14,1989,5,4,1
3200,14,1989,13,8,2
3201,14,1989,13,6,3
3202,14,1989,0,0,4
3203,14,1989,0,0,5
3204,15,1989,1,1,0
3205,15,1989,8,8,1
3206,15,1989,10,8,2
3207,15,1989,11,4,3
3208,15,1989,0,0,4
3209,15,1989,0,0,5
3210,16,1989,0,0,0
3211,16,1989,11,10,1
3212,16,1989,14,13,2
3213,16,1989,11,5,3
3214,16,1989,0,0,4
3215,16,1989,0,0,5
3216,18,1989,1,1,0
3217,18,1989,7,6,1
3218,18,1989,4,3,2
3219,18,1989,8,4,3
3220,18,1989,0,0,4
3221,18,1989,0,0,5
3222,19,1989,0,0,0
3223,19,1989,3,3,1
3224,19,1989,9,8,2
3225,19,1989,8,8,3
3226,19,1989,0,0,4
3227,19,1989,0,0,5
3228,30,1989,1,1,0
3229,30,1989,9,8,1
3230,30,1989,14,9,2
3231,30,1989,11,5,3
3232,30,1989,0,0,4
3233,30,1989,0,0,5
3234,20,1989,1,1,0
3235,20,1989,9,9,1
3236,20,1989,6,4,2
3237,20,1989,9,7,3
3238,20,1989,0,0,4
3239,20,1989,0,0,5
3240,22,1989,0,0,0
3241,22,1989,7,7,1
3242,22,1989,16,11,2
3243,22,1989,14,9,3
3244,22,1989,0,0,4
3245,22,1989,0,0,5
3246,23,1989,1,1,0
3247,23,1989,10,8,1
3248,23,1989,9,8,2
3249,23,1989,12,5,3
3250,23,1989,0,0,4
3251,23,1989,0,0,5
3252,24,1989,1,1,0
3253,24,1989,8,7,1
3254,24,1989,7,7,2
3255,24,1989,10,8,3
3256,24,1989,0,0,4
3257,24,1989,0,0,5
3258,11,1989,2,2,0
3259,11,1989,11,11,1
3260,11,1989,15,13,2
3261,11,1989,11,3,3
3262,11,1989,0,0,4
3263,11,1989,0,0,5
3264,26,1989,0,0,0
3265,26,1989,8,7,1
3266,26,1989,11,10,2
3267,26,1989,6,3,3
3268,26,1989,0,0,4
3269,26,1989,0,0,5
3270,27,1989,1,1,0
3271,27,1989,7,6,1
3272,27,1989,4,3,2
3273,27,1989,8,4,3
3274,27,1989,0,0,4
3275,27,1989,0,0,5
3276,28,1989,2,2,0
3277,28,1989,5,5,1
3278,28,1989,8,5,2
3279,28,1989,15,9,3
3280,28,1989,0,0,4
3281,28,1989,0,0,5
3282,31,1989,3,3,0
3283,31,1989,15,14,1
3284,31,1989,10,6,2
3285,31,1989,12,8,3
3286,31,1989,0,0,4
3287,31,1989,0,0,5
3288,0,1990,0,0,0
3289,0,1990,10,10,1
3290,0,1990,9,7,2
3291,0,1990,11,5,3
3292,0,1990,0,0,4
3293,0,1990,0,0,5
3294,1,1990,1,1,0
3295,1,1990,8,8,1
3296,1,1990,8,5,2
3297,1,1990,13,8,3
3298,1,1990,0,0,4
3299,1,1990,0,0,5
3300,2,1990,0,0,0
3301,2,1990,6,6,1
3302,2,1990,6,5,2
3303,2,1990,9,6,3
3304,2,1990,0,0,4
3305,2,1990,0,0,5
3306,3,1990,0,0,0
3307,3,1990,11,9,1
3308,3,1990,8,5,2
3309,3,1990,10,6,3
3310,3,1990,0,0,4
3311,3,1990,0,0,5
3312,4,1990,0,0,0
3313,4,1990,14,13,1
3314,4,1990,6,4,2
3315,4,1990,13,8,3
3316,4,1990,0,0,4
3317,4,1990,0,0,5
3318,5,1990,0,0,0
3319,5,1990,5,5,1
3320,5,1990,8,5,2
3321,5,1990,7,4,3
3322,5,1990,0,0,4
3323,5,1990,0,0,5
3324,6,1990,0,0,0
3325,6,1990,7,7,1
3326,6,1990,13,10,2
3327,6,1990,5,4,3
3328,6,1990,0,0,4
3329,6,1990,0,0,5
3330,7,1990,1,1,0
3331,7,1990,4,4,1
3332,7,1990,10,7,2
3333,7,1990,6,3,3
3334,7,1990,0,0,4
3335,7,1990,0,0,5
3336,8,1990,3,3,0
3337,8,1990,9,8,1
3338,8,1990,8,6,2
3339,8,1990,7,4,3
3340,8,1990,0,0,4
3341,8,1990,0,0,5
3342,9,1990,2,2,0
3343,9,1990,5,5,1
3344,9,1990,22,21,2
3345,9,1990,7,6,3
3346,9,1990,0,0,4
3347,9,1990,0,0,5
3348,10,1990,1,1,0
3349,10,1990,6,5,1
3350,10,1990,8,7,2
3351,10,1990,4,2,3
3352,10,1990,0,0,4
3353,10,1990,0,0,5
3354,12,1990,0,0,0
3355,12,1990,4,4,1
3356,12,1990,9,7,2
3357,12,1990,8,7,3
3358,12,1990,0,0,4
3359,12,1990,0,0,5
3360,13,1990,2,2,0
3361,13,1990,8,7,1
3362,13,1990,7,6,2
3363,13,1990,5,4,3
3364,13,1990,0,0,4
3365,13,1990,0,0,5
3366,14,1990,2,2,0
3367,14,1990,7,5,1
3368,14,1990,12,9,2
3369,14,1990,7,4,3
3370,14,1990,0,0,4
3371,14,1990,0,0,5
3372,15,1990,0,0,0
3373,15,1990,6,6,1
3374,15,1990,9,8,2
3375,15,1990,13,6,3
3376,15,1990,0,0,4
3377,15,1990,0,0,5
3378,16,1990,2,2,0
3379,16,1990,8,8,1
3380,16,1990,4,4,2
3381,16,1990,12,7,3
3382,16,1990,0,0,4
3383,16,1990,0,0,5
3384,18,1990,2,2,0
3385,18,1990,12,12,1
3386,18,1990,7,6,2
3387,18,1990,5,3,3
3388,18,1990,0,0,4
3389,18,1990,0,0,5
3390,19,1990,0,0,0
3391,19,1990,9,9,1
3392,19,1990,9,5,2
3393,19,1990,5,3,3
3394,19,1990,0,0,4
3395,19,1990,0,0,5
3396,30,1990,0,0,0
3397,30,1990,8,7,1
3398,30,1990,10,7,2
3399,30,1990,11,7,3
3400,30,1990,0,0,4
3401,30,1990,0,0,5
3402,20,1990,0,0,0
3403,20,1990,9,9,1
3404,20,1990,13,10,2
3405,20,1990,4,2,3
3406,20,1990,0,0,4
3407,20,1990,0,0,5
3408,22,1990,1,1,0
3409,22,1990,3,3,1
3410,22,1990,3,3,2
3411,22,1990,11,8,3
3412,22,1990,0,0,4
3413,22,1990,0,0,5
3414,23,1990,1,1,0
3415,23,1990,5,5,1
3416,23,1990,3,2,2
3417,23,1990,9,6,3
3418,23,1990,0,0,4
3419,23,1990,0,0,5
3420,24,1990,4,3,0
3421,24,1990,4,4,1
3422,24,1990,7,5,2
3423,24,1990,9,3,3
3424,24,1990,0,0,4
3425,24,1990,0,0,5
3426,11,1990,2,2,0
3427,11,1990,10,10,1
3428,11,1990,14,12,2
3429,11,1990,6,3,3
3430,11,1990,0,0,4
