id,team_id,year,ret,yds,td,20_plus,40_plus,lng,fc,fum
468,4,1987,46,952,0,25,2,50,0,3
469,5,1987,48,846,0,17,1,44,0,1
470,6,1987,56,1037,0,22,2,40,0,2
471,7,1987,63,1317,0,34,4,50,0,2
472,8,1987,62,1137,0,33,1,46,0,4
473,9,1987,70,1437,2,32,3,95,0,6
474,10,1987,55,1115,0,31,2,45,0,4
475,12,1987,64,1295,0,35,1,48,0,4
476,13,1987,54,952,0,22,0,34,0,5
477,14,1987,66,1112,0,25,0,33,0,0
478,15,1987,79,1700,1,38,5,97,0,3
479,16,1987,56,1128,0,28,2,49,0,3
480,18,1987,65,1221,0,21,6,60,0,2
481,19,1987,71,1428,0,38,3,50,0,5
482,30,1987,67,1225,0,25,2,62,1,3
483,20,1987,59,1032,0,22,2,48,0,4
484,22,1987,48,901,0,17,2,43,0,1
485,23,1987,60,1174,0,29,3,50,0,2
486,24,1987,63,1282,1,29,4,95,0,2
487,11,1987,59,1139,0,24,1,54,0,1
488,26,1987,55,1147,0,25,3,74,0,3
489,27,1987,64,1236,0,24,2,43,0,2
490,28,1987,56,1060,0,30,0,36,0,4
491,31,1987,71,1421,0,31,3,42,1,8
492,0,1988,55,978,0,20,2,44,1,3
493,1,1988,45,896,0,23,2,51,1,1
494,2,1988,57,1054,1,17,1,98,1,3
495,3,1988,50,935,0,26,0,37,0,2
496,4,1988,59,1226,0,33,0,38,0,3
497,5,1988,55,1159,0,25,1,84,0,0
498,6,1988,64,1345,0,30,2,51,0,0
499,7,1988,61,1131,0,26,1,41,0,1
500,8,1988,60,1510,2,40,5,94,0,2
501,9,1988,56,925,0,17,0,31,0,5
502,10,1988,52,1033,0,27,1,40,0,2
503,12,1988,70,1417,0,37,2,53,0,2
504,13,1988,65,1365,0,40,1,44,0,2
505,14,1988,59,1028,0,19,0,32,1,1
506,15,1988,59,1057,0,24,0,36,0,3
507,16,1988,62,1154,0,28,1,40,0,6
508,18,1988,72,1404,0,33,3,48,0,1
509,19,1988,59,1154,0,28,1,46,0,4
510,30,1988,60,1232,1,23,3,90,0,1
511,20,1988,64,1181,0,27,2,46,0,3
512,22,1988,57,1248,1,34,2,95,0,1
513,23,1988,62,1407,1,29,5,97,0,0
514,24,1988,59,1191,0,27,4,73,0,3
515,11,1988,74,1355,0,29,1,44,0,4
516,26,1988,70,1408,0,34,1,57,0,3
517,27,1988,62,1352,0,34,2,65,0,1
518,28,1988,74,1575,2,33,4,92,0,3
519,31,1988,56,1160,0,37,0,30,0,2
520,0,1989,51,954,0,21,3,60,0,5
521,1,1989,73,1539,1,36,3,96,0,2
522,2,1989,54,941,0,18,0,33,1,2
523,3,1989,53,1058,0,24,3,85,0,2
524,4,1989,43,876,0,22,1,68,0,0
525,5,1989,50,932,0,20,3,49,0,2
526,6,1989,62,1055,0,22,0,36,0,4
527,7,1989,83,1650,0,41,1,52,0,3
528,8,1989,64,1235,1,31,1,91,0,1
529,9,1989,52,915,0,18,0,37,0,0
530,10,1989,60,1164,0,30,1,49,0,3
531,12,1989,77,1709,1,45,3,97,0,4
532,13,1989,61,1153,1,26,1,97,0,3
533,14,1989,49,828,0,19,1,45,0,5
534,15,1989,80,1509,0,35,2,72,0,1
535,16,1989,51,926,0,23,1,43,0,3
536,18,1989,75,1309,0,29,5,69,0,5
537,19,1989,61,1272,0,27,3,62,1,1
538,30,1989,74,1285,0,26,1,63,0,3
539,20,1989,69,1239,0,27,1,46,2,3
540,22,1989,69,1462,0,36,3,47,0,4
541,23,1989,54,1002,0,21,2,49,0,4
542,24,1989,67,1328,0,30,2,74,0,3
543,11,1989,58,1176,1,28,3,99,0,0
544,26,1989,63,1284,1,33,1,99,0,2
545,27,1989,65,1246,1,22,1,97,1,3
546,28,1989,56,1304,1,29,6,84,0,4
547,31,1989,51,1122,1,28,2,93,0,6
548,0,1990,53,965,0,0,0,35,0,0
549,1,1990,54,879,0,0,0,59,1,0
550,2,1990,62,1266,0,0,0,43,1,0
551,3,1990,51,1040,0,26,1,54,0,0
552,4,1990,66,1260,0,0,0,75,0,0
553,5,1990,71,1276,2,0,0,101,0,0
554,6,1990,63,1175,0,0,0,55,0,0
555,7,1990,60,1068,0,0,0,32,0,0
556,8,1990,55,1188,0,0,0,90,0,0
557,9,1990,46,784,0,0,0,46,0,0
558,10,1990,65,1189,0,0,0,44,0,0
559,12,1990,54,1102,1,0,0,90,0,0
560,13,1990,43,780,0,21,0,35,1,2
561,14,1990,54,965,0,0,0,44,1,0
562,15,1990,58,1229,1,0,0,76,0,0
563,16,1990,46,884,0,0,0,58,1,0
564,18,1990,61,1129,0,0,0,63,0,0
565,19,1990,70,1466,0,0,0,65,1,0
566,30,1990,47,861,0,0,0,64,0,0
567,20,1990,63,1303,1,0,0,76,0,0
568,22,1990,77,1395,0,0,0,38,0,0
569,23,1990,64,1237,0,0,0,87,0,0
570,24,1990,63,1279,1,0,0,99,1,0
571,11,1990,62,1113,0,0,0,37,0,0
572,26,1990,58,1205,0,0,0,58,0,0
573,27,1990,50,985,0,0,0,71,0,0
574,28,1990,50,956,0,0,0,49,2,0
575,31,1990,66,1249,0,0,0,64,1,0
576,0,1991,50,1028,1,21,3,98,0,3
577,1,1991,46,763,0,14,0,31,1,0
578,2,1991,69,1225,0,24,1,63,1,2
579,3,1991,52,970,1,20,1,91,1,2
580,4,1991,37,687,0,14,1,55,0,1
