id,team_id,year,net_yds,punts,yds,in_20,oob,dn,tb,fc,ret,rety,td,p_blk
839,0,2000,2255,69,2727,15,4,6,7,20,32,332,0,1
840,1,2000,3233,96,3624,20,2,18,7,33,36,251,0,0
841,2,2000,3108,94,3775,18,10,13,14,17,40,387,0,0
842,3,2000,3017,95,3661,19,12,6,5,21,51,544,1,1
843,4,2000,2005,61,2455,18,6,14,9,9,23,270,1,1
844,5,2000,4026,108,4919,25,12,12,5,10,69,793,0,0
845,6,2000,2983,85,3551,17,5,7,8,24,41,408,1,0
846,7,2000,2424,65,2871,17,0,5,5,18,37,347,2,0
847,8,2000,3326,92,4248,23,12,9,10,10,51,722,1,0
848,9,2000,2937,82,3656,28,6,7,8,18,43,559,0,0
849,10,2000,2369,65,2906,20,2,5,9,21,28,357,0,0
850,12,2000,2410,68,2852,15,4,9,8,18,29,282,0,0
851,13,2000,3332,92,3870,25,10,11,14,21,36,258,0,0
852,14,2000,3100,86,3635,23,4,9,8,18,47,375,1,0
853,15,2000,3221,84,3447,27,11,8,5,31,29,126,0,1
854,16,2000,2697,79,3210,26,14,12,8,17,28,353,0,1
855,17,2000,2713,79,3311,29,18,10,6,7,38,478,1,0
856,18,2000,2754,83,3714,18,6,11,15,9,42,660,2,0
857,19,2000,3306,93,4044,33,3,11,12,14,53,498,0,2
858,20,2000,2708,79,3033,22,3,16,6,27,27,205,1,0
859,21,2000,2232,64,2459,19,4,11,2,22,25,187,0,2
860,22,2000,3314,89,3798,31,8,12,5,21,43,384,0,1
861,23,2000,2505,65,2984,24,5,8,10,12,30,279,0,1
862,24,2000,1504,43,1736,13,4,7,5,10,17,132,0,1
863,25,2000,2915,86,3457,35,6,8,8,23,41,382,0,0
864,11,2000,2718,79,3160,23,5,11,5,25,33,342,2,0
865,26,2000,2389,74,3043,22,6,6,8,17,37,494,2,0
866,27,2000,2769,74,2960,24,16,6,2,18,32,151,0,1
867,28,2000,3413,90,3944,34,9,15,8,14,44,371,0,1
868,30,2000,2761,76,3101,33,6,12,9,21,28,160,0,0
869,31,2000,2243,62,2773,16,6,3,11,10,32,310,0,0
870,0,2001,2443,69,2813,21,7,10,4,14,34,290,0,0
871,1,2001,3256,88,3743,37,6,15,8,14,45,327,0,0
872,2,2001,2890,85,3404,21,3,11,7,17,47,374,0,1
873,3,2001,2704,80,3262,16,12,12,7,9,40,418,0,0
874,4,2001,2991,81,3668,25,8,7,8,10,48,517,1,1
875,5,2001,3422,99,4249,25,11,15,9,12,52,647,1,0
876,6,2001,2842,83,3382,26,6,13,8,12,44,380,1,0
877,7,2001,2930,87,3571,21,3,11,8,17,48,481,0,0
878,8,2001,2882,78,3308,25,15,12,4,15,32,346,0,0
879,9,2001,2649,75,3037,27,9,12,5,18,31,288,1,0
880,10,2001,2297,68,3023,12,3,5,12,13,35,486,1,0
881,12,2001,2522,78,3135,25,4,12,6,18,38,493,0,3
882,13,2001,3045,81,3321,28,7,23,7,14,30,136,0,0
883,14,2001,3533,97,4221,26,4,11,10,16,56,488,0,0
884,15,2001,2490,69,2680,25,10,13,3,26,17,130,0,0
885,16,2001,3348,96,4051,28,22,12,8,9,45,543,1,0
886,17,2001,3042,82,3577,24,6,11,12,15,38,295,0,0
887,18,2001,2400,76,2966,24,7,18,6,11,34,446,1,0
888,19,2001,2638,75,3225,22,2,8,10,16,39,387,1,0
889,20,2001,2997,82,3485,21,5,14,10,19,34,288,0,0
890,21,2001,3654,93,4419,35,7,8,17,19,42,425,1,1
891,22,2001,2818,74,3042,28,6,20,5,17,26,124,0,0
892,23,2001,2633,73,3375,23,16,6,12,5,34,502,0,1
893,24,2001,1502,43,1809,9,3,10,7,6,17,167,0,0
894,25,2001,2926,85,3309,29,7,13,10,22,33,183,0,2
895,11,2001,3161,91,3775,28,12,10,9,16,44,434,1,0
896,26,2001,2724,76,3180,24,3,12,7,18,36,316,1,0
897,27,2001,3128,85,3730,26,9,15,7,11,43,462,1,1
898,28,2001,2177,62,2611,23,6,9,5,14,28,334,0,1
899,30,2001,3143,85,3567,28,6,15,8,20,36,264,0,0
900,31,2001,2403,72,3029,19,6,12,13,7,34,366,0,0
901,0,2002,2054,64,2493,17,4,6,4,13,37,359,2,1
902,1,2002,3253,87,3679,26,10,10,2,19,46,386,0,0
903,2,2002,2096,72,2787,12,6,13,4,8,41,611,3,1
904,3,2002,2410,66,2844,18,8,9,7,13,29,294,0,1
905,4,2002,1802,53,2145,14,4,10,6,10,23,223,0,2
906,5,2002,2896,83,3424,29,7,16,6,12,42,408,1,0
907,6,2002,3206,91,3879,31,14,18,12,5,42,433,0,0
908,7,2002,3117,88,3864,28,4,14,10,18,42,547,3,1
909,8,2002,3051,87,3540,31,11,6,6,28,36,369,1,2
910,9,2002,2028,64,2422,15,9,12,6,10,27,274,0,1
911,10,2002,2336,66,2672,26,8,5,9,17,27,156,0,1
912,12,2002,3731,112,4568,25,6,18,10,20,58,637,0,1
913,13,2002,2379,69,2772,15,12,8,6,4,39,273,0,0
914,14,2002,2577,79,3197,25,4,15,10,20,30,420,2,0
915,15,2002,2595,67,2804,21,4,11,5,24,23,109,0,0
916,16,2002,2309,71,2659,21,7,12,6,16,30,230,0,0
917,17,2002,3044,81,3583,27,3,18,10,11,39,339,0,0
918,18,2002,2229,64,2612,14,7,10,9,5,33,203,0,0
919,19,2002,3459,91,3838,29,2,15,7,14,53,239,0,0
920,20,2002,2819,79,3296,26,2,8,6,22,41,357,1,0
921,21,2002,3941,104,4735,31,7,15,12,7,63,554,0,1
922,22,2002,2362,70,2723,19,3,16,9,18,24,181,0,1
923,23,2002,1926,58,2463,19,7,7,12,11,21,297,0,1
924,24,2002,2357,72,3020,26,5,13,10,10,34,463,1,0
925,25,2002,2830,82,3401,32,5,18,5,14,40,471,2,2
926,11,2002,2188,72,2855,18,10,12,8,5,37,507,1,1
927,26,2002,2531,69,2860,16,4,7,6,14,38,209,0,0
928,27,2002,2260,61,2542,22,9,12,4,19,17,202,1,0
929,28,2002,2092,62,2583,15,5,7,6,12,32,371,1,1
930,29,2002,4272,114,4720,36,1,15,6,34,58,328,0,2
931,30,2002,2235,65,2725,28,2,11,5,19,28,390,3,1
932,31,2002,2223,62,2474,21,3,11,6,21,21,131,0,1
933,0,2003,2311,68,2629,17,8,14,3,15,28,258,1,1
934,1,2003,2801,79,3258,23,6,15,9,13,36,277,0,2
935,2,2003,2482,77,3045,14,5,10,8,7,47,403,0,0
936,3,2003,3151,85,3788,20,14,8,3,8,52,577,0,0
937,4,2003,2257,68,2937,14,4,7,6,5,46,560,1,2
938,5,2003,2532,73,3048,19,9,12,10,9,33,316,0,0
939,6,2003,2981,83,3590,26,15,11,6,12,39,489,0,0
940,7,2003,2859,82,3511,19,5,15,9,12,41,472,2,1
941,8,2003,2987,83,3456,29,5,17,3,20,38,409,2,0
942,9,2003,2689,80,3156,21,3,14,7,18,38,327,1,1
943,10,2003,2267,63,2646,21,4,9,3,15,32,319,0,1
944,12,2003,3290,95,3697,25,11,15,9,26,34,227,0,0
945,13,2003,2929,84,3274,28,7,14,8,26,29,185,0,0
946,14,2003,2735,79,3207,27,8,11,10,15,35,272,0,0
947,15,2003,3132,87,3473,19,4,13,2,33,35,301,1,0
948,16,2003,3089,90,3641,31,16,8,6,20,40,432,2,1
949,17,2003,2313,68,2853,13,10,9,6,3,40,420,0,1
950,18,2003,2253,71,2655,22,6,13,4,26,22,322,1,1
951,19,2003,3240,95,3790,20,3,10,8,15,59,390,1,1
952,20,2003,2457,71,2933,17,2,14,8,15,32,316,0,0
953,21,2003,2884,78,3466,23,9,13,9,12,35,402,1,3
954,22,2003,2946,87,3266,30,4,30,4,11,38,240,1,1
955,23,2003,3574,96,4503,27,11,6,13,14,52,669,0,0
956,24,2003,1941,59,2525,14,4,6,5,12,32,484,2,0
957,25,2003,3178,91,3712,21,9,13,9,18,42,354,0,0
958,11,2003,2884,84,3377,24,8,15,5,16,40,393,0,0
959,26,2003,2750,71,3144,28,4,8,5,18,36,294,0,1
960,27,2003,2562,67,2762,29,0,13,3,22,29,140,0,2
961,28,2003,3062,84,3521,27,8,9,8,12,47,299,0,1
962,29,2003,3561,97,4028,36,1,13,3,37,43,407,1,0
963,30,2003,2681,71,3117,26,5,15,8,13,30,276,1,0
964,31,2003,2052,63,2462,13,4,6,5,19,29,310,0,1
965,0,2004,3385,96,3990,25,6,14,8,17,51,445,0,0
966,1,2004,4211,110,4691,35,13,14,5,21,57,380,0,0
967,2,2004,2981,83,3499,21,5,10,7,10,51,378,0,1
968,3,2004,2847,78,3362,17,12,13,10,6,37,315,0,0
969,4,2004,2399,69,2834,19,6,13,7,11,32,295,0,1
970,5,2004,3011,85,3404,24,14,9,4,10,48,313,0,0
971,6,2004,3053,82,3472,23,3,17,7,24,31,279,0,1
972,7,2004,3604,98,4230,32,2,17,7,16,56,486,1,1
973,8,2004,2650,69,2974,29,4,11,8,23,23,164,0,0
974,9,2004,1731,55,2172,12,6,5,7,13,24,301,2,0
975,10,2004,1988,54,2443,21,1,8,3,13,29,395,1,0
976,12,2004,2666,76,3216,23,7,7,7,16,39,410,0,0
977,13,2004,3649,99,4107,29,9,16,10,19,45,258,0,0
978,14,2004,2707,73,3068,20,5,14,7,13,34,221,0,0
979,15,2004,2808,76,3082,19,5,10,7,21,33,134,0,0
980,16,2004,2652,75,3088,24,6,12,4,15,38,356,0,2
981,17,2004,2983,84,3592,28,5,19,9,13,38,429,2,0
982,18,2004,2676,80,3057,22,9,15,8,14,34,221,0,0
983,19,2004,3184,92,3765,32,3,12,7,24,46,441,0,1
984,20,2004,2203,66,2644,16,5,10,7,10,34,301,0,0
985,21,2004,2919,78,3402,25,1,18,9,12,38,303,0,1
986,22,2004,1885,56,2350,19,6,7,5,7,31,365,1,0
987,23,2004,2716,73,3409,22,4,10,14,10,35,413,0,0
988,24,2004,2312,68,2848,21,4,6,6,17,35,416,1,0
989,25,2004,3354,97,3935,34,7,18,15,21,36,281,0,0
990,11,2004,3657,103,4544,30,9,10,8,11,65,727,1,1
991,26,2004,3314,85,3704,28,3,10,4,25,43,310,1,0
992,27,2004,2712,77,3036,20,2,17,4,21,33,244,0,2
993,28,2004,2507,67,2879,24,4,15,6,8,34,252,0,0
994,29,2004,2604,73,3009,19,4,8,7,24,30,265,0,0
995,30,2004,3014,79,3389,21,6,7,9,26,31,195,1,0
996,31,2004,2011,57,2240,18,4,9,3,15,26,169,0,0
997,0,2005,3916,107,4447,15,8,14,3,20,62,471,0,1
998,1,2005,3433,97,3965,24,12,22,11,13,39,312,1,1
999,2,2005,2171,60,2591,13,8,5,8,7,32,260,0,1
1000,3,2005,2777,71,3242,22,4,6,9,10,42,285,0,0
1001,4,2005,2771,72,3157,24,3,12,6,15,36,266,0,1
1002,5,2005,2707,80,3234,24,10,16,9,9,36,347,0,0
1003,6,2005,3375,90,4101,24,2,10,13,16,49,466,0,0
1004,7,2005,2738,73,3206,18,5,8,7,14,39,328,1,1
1005,8,2005,2700,71,3104,25,2,16,8,19,26,244,0,0
1006,9,2005,2285,65,2564,27,7,9,5,21,23,179,0,0
1007,10,2005,1929,52,2301,23,1,6,5,15,25,272,0,0
1008,12,2005,3024,82,3474,28,3,18,10,18,33,250,0,0
1009,13,2005,3468,89,3835,31,4,18,7,14,46,227,0,0
1010,14,2005,3702,99,4072,25,6,15,3,18,57,310,0,1
1011,15,2005,2882,78,3300,23,12,8,9,14,35,238,0,0
1012,16,2005,2701,73,3070,26,11,8,3,15,36,309,1,0
1013,17,2005,3061,82,3517,33,15,12,11,15,29,236,1,1
1014,18,2005,2826,75,3251,19,5,13,6,15,36,305,0,0
1015,19,2005,3096,84,3656,34,4,11,2,17,50,520,2,0
1016,20,2005,2347,70,2726,11,3,4,2,12,49,339,0,0
1017,21,2005,2819,73,3154,23,4,8,5,20,36,235,0,0
1018,22,2005,2946,76,3431,22,6,10,4,14,42,405,0,1
1019,23,2005,3104,82,3744,26,5,13,9,16,39,460,0,0
1020,24,2005,2478,73,3008,16,9,5,6,14,39,410,1,0
1021,25,2005,3064,85,3685,12,3,8,7,12,55,481,1,1
1022,11,2005,3174,87,3503,25,3,19,7,18,40,189,0,0
1023,26,2005,2746,71,3066,28,1,8,3,26,33,260,0,0
1024,27,2005,2779,80,3282,25,3,12,8,16,41,343,0,0
1025,28,2005,2379,69,2875,23,5,7,8,12,37,336,0,0
1026,29,2005,2751,77,2990,29,4,12,1,27,33,219,1,0
1027,30,2005,2947,78,3371,21,3,9,14,20,32,144,0,0
1028,31,2005,2890,81,3505,19,4,9,6,17,45,495,0,0
1029,0,2006,2983,81,3625,22,9,9,9,19,35,462,1,0
1030,1,2006,2897,77,3404,24,10,8,7,14,38,367,0,0
1031,2,2006,2972,77,3428,26,4,11,11,9,42,236,0,0
1032,3,2006,3607,92,4012,33,19,10,7,20,36,265,0,0
1033,4,2006,2930,80,3338,23,4,14,7,16,39,268,0,0
1034,5,2006,3149,83,3621,29,10,11,8,11,43,312,0,0
1035,6,2006,3418,93,4045,20,9,11,7,16,50,487,1,0
1036,7,2006,2343,66,2965,18,5,8,3,6,44,562,1,2
1037,8,2006,2637,69,2893,35,4,17,2,19,27,216,0,0
1038,9,2006,2824,72,3178,24,5,11,5,19,32,254,0,0
1039,10,2006,1658,47,2085,14,3,5,5,9,25,327,1,1
1040,12,2006,2163,56,2697,22,3,0,10,12,31,334,0,0
1041,13,2006,3073,85,3640,28,5,11,10,10,49,367,0,1
1042,14,2006,2726,78,3326,21,3,10,11,13,41,380,1,0
1043,15,2006,2800,76,3199,25,18,6,6,21,25,279,0,2
1044,16,2006,2847,77,3098,27,21,7,3,13,33,191,0,0
1045,17,2006,2437,72,2920,20,13,7,7,16,29,343,2,1
1046,18,2006,2786,73,3211,27,8,11,11,15,28,205,0,1
1047,19,2006,2520,66,2967,18,5,5,9,9,38,267,1,0
1048,20,2006,2996,84,3739,17,5,8,12,4,55,503,1,0
1049,21,2006,3878,99,4508,31,2,7,12,17,61,390,1,1
1050,22,2006,2385,69,2847,19,9,9,7,15,29,322,2,0
1051,23,2006,2843,77,3660,19,4,10,19,10,34,437,0,1
1052,24,2006,2876,75,3223,29,6,15,5,22,27,247,1,1
1053,25,2006,3231,86,3695,30,7,16,3,16,44,404,0,0
1054,11,2006,3012,81,3471,27,3,14,7,12,45,319,0,1
1055,26,2006,2890,77,3369,19,3,7,10,17,40,279,0,0
1056,27,2006,3184,86,3827,26,10,10,15,12,39,343,0,0
1057,28,2006,2388,65,2687,11,2,11,4,10,38,219,0,0
1058,29,2006,2786,76,3161,15,0,11,5,24,36,275,1,0
1059,30,2006,3282,88,3760,32,7,14,10,24,33,278,0,0
1060,31,2006,3336,94,3961,29,8,8,7,21,50,485,1,0
1061,1,2007,3498,94,3934,29,13,12,10,19,40,236,0,0
1062,2,2007,2078,59,2437,21,3,10,3,10,33,299,1,0
1063,3,2007,3046,81,3302,30,13,12,3,16,37,196,0,0
1064,4,2007,2176,58,2630,17,7,11,6,3,31,334,2,2
1065,5,2007,2467,69,2895,22,9,12,6,8,34,308,1,0
1066,6,2007,2902,77,3382,30,5,13,10,11,38,280,0,1
1067,7,2007,2562,79,3198,21,6,13,7,15,38,496,1,1
1068,8,2007,3244,81,3735,36,9,15,9,19,29,311,0,1
1069,9,2007,3755,95,4322,27,5,12,9,19,50,387,1,1
1070,10,2007,1776,52,2181,18,5,7,5,13,22,305,1,0
1071,12,2007,2424,63,2970,17,6,6,7,9,35,406,1,0
1072,13,2007,2820,77,3327,10,11,14,6,7,39,387,0,0
1073,14,2007,2517,73,3066,24,7,9,7,14,36,409,1,0
1074,15,2007,3417,88,3824,30,5,6,5,31,41,307,0,0
1075,16,2007,2592,71,2865,25,13,8,5,17,28,173,0,1
1076,17,2007,1991,54,2249,14,11,9,2,4,28,218,0,0
1077,18,2007,2635,71,3063,25,6,12,8,13,32,268,0,1
1078,19,2007,2476,68,3010,26,13,5,5,9,36,434,0,0
1079,0,2007,4306,105,4968,42,3,20,13,16,53,402,1,0
1080,20,2007,2331,60,2664,18,9,7,11,14,19,113,0,2
1081,21,2007,3359,92,4038,23,5,11,5,16,55,579,1,0
1082,22,2007,1626,44,1821,13,10,6,6,8,14,75,0,1
1083,23,2007,3000,73,3585,25,3,11,7,12,40,445,2,0
1084,24,2007,3067,78,3684,18,5,8,9,8,48,437,0,0
1085,25,2007,2842,78,3397,20,8,7,9,16,38,375,0,1
1086,11,2007,2730,75,3072,23,5,16,7,15,32,202,0,0
1087,26,2007,2342,63,2757,20,9,4,4,11,35,335,1,0
1088,27,2007,2954,86,3436,30,14,14,6,15,37,362,0,0
1089,28,2007,2574,68,2880,28,9,12,2,14,31,266,1,0
1090,29,2007,2085,55,2296,24,5,11,3,17,19,151,0,0
1091,30,2007,2666,73,3060,25,8,12,6,16,31,274,1,0
1092,31,2007,3001,81,3621,34,19,4,9,6,43,440,1,0
1093,1,2008,3654,96,3957,40,18,10,5,27,36,203,0,0
1094,2,2008,3449,100,3945,28,11,16,3,22,48,436,1,1
1095,3,2008,2270,58,2557,23,9,14,5,12,18,187,0,0
1096,4,2008,1740,46,2150,13,4,4,4,6,28,330,1,0
1097,5,2008,2988,76,3443,24,7,19,11,7,32,235,0,0
1098,6,2008,2894,77,3426,27,12,9,7,10,39,392,0,0
1099,7,2008,2048,60,2509,20,7,7,4,13,29,381,1,0
1100,8,2008,2086,51,2332,19,3,8,5,12,23,146,0,0
1101,9,2008,3075,82,3622,28,3,18,12,16,33,307,0,0
1102,10,2008,2054,53,2343,23,3,10,2,11,27,249,0,0
1103,12,2008,2838,77,3388,19,10,5,8,17,37,390,0,1
1104,13,2008,2624,74,3249,24,8,7,7,15,37,485,2,0
1105,14,2008,2958,77,3334,24,8,12,4,12,41,296,0,1
1106,15,2008,2437,63,2566,25,4,8,4,27,20,49,0,2
1107,16,2008,2574,64,2814,23,19,3,5,13,24,140,0,0
1108,17,2008,2475,67,2904,14,6,3,8,19,31,269,0,0
1109,18,2008,2102,58,2490,16,3,8,5,13,29,288,0,1
1110,19,2008,3418,90,3952,24,6,5,6,22,51,414,2,0
1111,0,2008,2611,66,3155,13,1,6,9,11,39,364,0,1
1112,20,2008,2319,65,2688,15,8,9,6,9,33,249,0,0
1113,21,2008,2841,73,3217,30,3,11,5,13,41,276,1,3
1114,22,2008,1842,50,2200,20,9,7,10,13,11,158,0,0
1115,23,2008,3706,90,4391,33,5,18,13,11,43,425,0,0
1116,24,2008,3390,83,4120,21,5,7,7,7,57,590,0,0
1117,25,2008,3352,84,3777,34,12,13,9,12,38,245,0,0
1118,11,2008,2736,81,3321,24,6,14,10,18,33,385,2,1
1119,26,2008,1901,53,2364,9,4,3,5,7,34,363,0,0
1120,27,2008,3323,89,4007,24,13,12,12,8,44,444,1,1
1121,28,2008,2780,78,3107,23,10,7,4,17,40,247,0,0
1122,29,2008,1865,53,2240,17,1,10,7,14,21,235,1,0
1123,30,2008,3175,87,3725,27,7,15,13,20,32,290,0,0
1124,31,2008,2589,73,3473,23,5,5,13,8,42,624,4,1
1125,1,2009,2879,77,3191,26,17,10,2,14,34,272,0,0
1126,2,2009,3120,86,3713,24,14,8,10,15,39,393,0,0
1127,3,2009,3615,90,4192,25,9,10,10,12,49,377,0,0
1128,4,2009,2864,78,3387,22,6,12,8,16,36,363,1,0
1129,5,2009,3555,94,3977,40,11,14,8,21,40,262,0,0
1130,6,2009,3155,87,3626,24,9,15,8,17,38,311,0,0
1131,7,2009,3492,86,4045,42,8,14,3,14,47,493,0,0
1132,8,2009,2037,52,2342,23,4,7,2,16,23,265,1,0
1133,9,2009,3956,96,4361,41,4,22,6,24,40,285,0,1
1134,10,2009,2416,64,2837,21,0,7,6,15,36,301,0,0
1135,12,2009,2875,72,3249,38,3,5,3,23,38,314,1,0
1136,13,2009,2983,75,3472,25,5,8,6,13,43,369,0,0
1137,14,2009,2913,76,3222,26,14,4,4,15,39,229,0,0
1138,15,2009,2285,62,2634,19,4,10,3,18,27,289,1,1
1139,16,2009,2306,64,2604,23,17,3,2,14,28,258,1,0
1140,17,2009,2758,72,3017,23,6,8,5,15,38,159,0,0
1141,18,2009,2939,80,3357,25,7,11,9,26,27,238,0,0
1142,19,2009,2720,74,3174,20,7,7,5,14,41,354,0,0
1143,0,2009,4056,99,4711,30,2,18,8,14,57,495,0,0
1144,20,2009,2288,66,2891,15,2,7,10,7,40,403,0,1
1145,21,2009,2820,76,3352,22,4,9,4,18,41,452,1,1
1146,22,2009,1941,56,2221,18,8,7,5,16,20,180,0,1
1147,23,2009,4210,96,4909,30,2,6,12,13,63,459,0,0
1148,24,2009,3752,90,4212,34,13,14,10,12,41,260,0,0
1149,25,2009,2801,73,3188,26,8,10,5,12,38,287,1,1
1150,11,2009,2744,76,3084,28,4,8,6,26,32,220,0,0
1151,26,2009,2090,58,2528,18,4,12,4,13,25,358,1,0
1152,27,2009,3441,89,4100,29,4,16,9,17,43,479,1,0
1153,28,2009,2669,72,3074,29,2,15,4,18,33,325,0,0
1154,29,2009,2642,67,2866,24,2,11,6,24,24,104,0,0
1155,30,2009,2667,69,2995,22,6,11,6,17,29,208,0,0
1156,31,2009,2762,73,3202,24,9,9,9,13,33,260,1,0
1157,1,2010,2923,83,3326,24,14,15,5,10,39,303,1,0
1158,2,2010,2748,71,2992,28,8,17,6,14,26,124,0,1
1159,3,2010,2742,75,3181,17,12,7,7,17,32,299,0,0
1160,4,2010,3145,86,3835,19,7,5,7,17,50,550,0,0
1161,5,2010,3039,78,3424,29,8,12,5,13,40,285,0,0
1162,6,2010,2701,76,3053,24,10,11,6,17,32,232,0,0
1163,7,2010,3442,94,4080,29,14,16,9,20,35,458,0,0
1164,8,2010,1722,52,2430,13,5,3,9,7,28,528,1,4
1165,9,2010,3360,89,3941,33,10,6,11,20,42,361,0,1
1166,10,2010,2450,69,2909,23,3,8,8,22,28,299,1,0
1167,12,2010,2750,65,3115,22,11,6,8,7,33,205,0,1
1168,13,2010,2835,73,3369,31,2,9,4,15,43,454,1,2
1169,14,2010,2846,73,3195,28,11,5,2,21,34,309,0,0
1170,15,2010,2673,74,3014,29,6,11,5,24,28,241,0,1
1171,16,2010,2507,72,3222,20,11,9,9,7,36,535,2,1
1172,17,2010,2233,57,2496,26,5,11,7,15,19,123,0,0
1173,18,2010,3202,84,3581,42,11,15,4,27,27,299,0,0
1174,19,2010,3225,90,4018,24,4,7,8,17,54,633,1,0
1175,0,2010,3480,91,4203,34,2,11,12,12,54,483,0,0
1176,20,2010,2673,71,3114,25,9,8,5,18,31,341,1,0
1177,21,2010,3469,95,4097,22,8,10,7,16,54,488,1,0
1178,22,2010,2226,58,2505,19,2,12,5,14,25,179,0,0
1179,23,2010,3171,78,3651,27,7,10,4,11,46,400,0,0
1180,24,2010,3761,94,4276,32,6,18,4,21,45,435,1,0
1181,25,2010,3175,81,3530,39,11,10,4,22,34,275,0,0
1182,11,2010,3168,93,3776,23,17,12,2,17,45,568,1,1
1183,26,2010,2188,57,2618,21,5,10,6,10,26,310,0,0
1184,27,2010,2907,78,3254,27,5,14,1,23,35,327,1,0
1185,28,2010,2762,74,3276,22,2,4,11,25,32,294,0,0
1186,29,2010,2317,63,2650,19,4,11,5,14,29,233,0,0
1187,30,2010,3008,77,3302,24,8,14,4,16,35,214,0,0
1188,31,2010,3228,83,3569,32,7,17,5,22,32,241,1,0
1189,1,2011,3600,89,3903,21,3,14,4,27,41,223,0,0
1190,2,2011,3570,91,4023,24,8,10,9,26,38,273,1,0
1191,3,2011,2778,72,3472,20,4,7,10,8,43,494,0,1
1192,4,2011,4058,101,4783,33,3,13,7,27,51,585,1,0
1193,5,2011,3227,89,3570,32,13,20,2,28,26,303,1,0
1194,6,2011,2697,67,3023,24,5,9,3,14,36,266,0,0
1195,7,2011,3431,92,4141,26,4,13,5,20,50,610,1,0
1196,8,2011,1865,47,2234,17,5,3,2,12,25,329,0,0
1197,9,2011,3573,89,4084,27,5,17,5,26,36,411,1,0
1198,10,2011,3488,88,4098,21,8,11,3,18,48,550,1,1
1199,12,2011,2609,70,3047,25,9,6,8,17,30,278,0,1
1200,13,2011,3207,78,3810,32,5,9,7,10,47,463,0,0
1201,14,2011,2474,66,2830,19,2,8,9,16,31,176,0,1
1202,15,2011,2760,70,2990,27,2,9,4,24,31,150,0,1
1203,16,2011,3218,82,3745,25,9,11,6,15,41,407,0,0
1204,17,2011,3614,99,4147,20,9,15,10,17,48,333,0,0
1205,18,2011,3565,92,3926,32,7,16,6,31,32,241,0,0
1206,19,2011,2949,82,3573,23,7,19,7,13,36,484,1,0
1207,0,2011,3475,78,3970,28,1,12,9,17,39,315,0,1
1208,20,2011,2121,55,2506,23,3,14,4,10,24,305,1,0
1209,21,2011,2253,66,2819,19,0,11,5,15,35,466,3,0
1210,22,2011,2368,57,2648,24,2,8,3,18,26,220,0,0
1211,23,2011,3187,78,3960,27,7,10,9,8,44,593,2,0
1212,24,2011,3920,105,4652,29,9,14,9,28,45,552,2,1
1213,25,2011,2821,73,3393,21,11,9,9,11,33,392,2,0
1214,11,2011,2572,66,2842,28,3,9,1,21,32,250,0,0
1215,26,2011,2026,46,2224,13,7,6,4,10,19,118,0,1
1216,27,2011,3730,95,4431,34,3,17,8,20,47,541,2,0
1217,28,2011,2318,59,2683,18,2,9,6,13,29,245,0,1
1218,29,2011,2789,74,3256,19,6,8,8,20,32,307,0,0
1219,30,2011,3386,86,3747,31,10,10,7,23,36,221,0,0
1220,31,2011,2925,77,3517,22,5,7,3,19,43,532,1,0
1221,1,2012,3195,81,3399,34,7,18,6,25,25,84,0,0
1222,2,2012,3190,76,3540,33,9,19,7,14,27,210,0,0
1223,3,2012,2965,80,3542,25,21,7,3,14,35,517,2,0
1224,4,2012,2822,67,3105,27,3,10,4,17,33,203,0,0
1225,5,2012,3343,90,3766,29,14,12,4,26,34,343,1,0
1226,6,2012,2880,76,3440,22,8,6,6,16,40,440,0,1
1227,7,2012,4634,112,5209,46,7,13,8,36,48,415,0,0
1228,8,2012,3412,81,3914,30,5,14,7,15,40,362,0,3
1229,9,2012,3385,83,3887,45,8,19,7,22,27,362,2,0
1230,10,2012,2985,73,3520,26,10,9,8,14,32,375,1,1
1231,12,2012,2700,68,3039,28,13,8,3,15,29,279,1,1
1232,13,2012,3095,76,3779,30,6,6,10,11,43,484,1,0
1233,14,2012,2654,71,3336,15,5,4,7,15,40,542,1,1
1234,15,2012,2526,60,2847,22,3,4,4,23,26,241,0,2
1235,16,2012,2284,58,2757,22,4,5,6,5,38,353,0,0
1236,17,2012,3758,91,4353,31,6,11,5,29,40,495,2,1
1237,18,2012,3313,84,3848,27,11,10,8,24,31,375,1,2
1238,19,2012,2801,76,3149,24,8,8,1,26,33,328,2,0
1239,0,2012,2897,67,3226,36,2,7,4,18,36,249,1,0
1240,20,2012,2764,70,3043,30,7,8,5,26,24,179,0,1
1241,21,2012,2809,76,3267,20,4,8,7,20,37,318,1,1
1242,22,2012,2311,60,2585,28,1,11,6,19,23,154,0,1
1243,23,2012,3196,81,3826,21,4,7,9,16,45,450,0,1
1244,24,2012,3274,82,3756,22,19,6,4,12,41,402,0,0
1245,25,2012,3388,83,3911,28,8,6,7,13,49,383,0,0
1246,11,2012,2604,68,2984,22,3,4,3,19,39,320,0,2
1247,26,2012,3196,74,3707,20,15,10,6,12,31,391,0,0
1248,27,2012,2651,65,2963,30,9,7,3,17,29,252,0,0
1249,28,2012,2974,78,3400,27,9,13,6,20,30,306,1,1
1250,29,2012,3567,88,4150,28,10,10,5,15,48,483,1,0
1251,30,2012,3350,81,3855,30,13,9,5,15,39,405,0,2
1252,31,2012,2856,72,3237,18,4,13,2,12,41,341,0,0
1253,1,2013,2612,68,2763,27,11,15,2,25,15,111,0,1
