id,team_id,year,net_yds,punts,yds,in_20,oob,dn,tb,fc,ret,rety,td,p_blk
417,9,1985,3077,93,3827,15,5,14,11,15,48,530,1,2
418,10,1985,2732,78,3584,12,2,11,14,8,43,572,1,2
419,12,1985,2933,82,3439,20,10,7,11,10,44,286,0,1
420,13,1985,2045,59,2576,19,11,7,8,6,27,371,1,0
421,14,1985,3115,91,3777,20,18,6,10,16,41,462,1,0
422,15,1985,3200,89,3757,20,8,12,7,10,52,417,0,0
423,16,1985,2945,81,3472,20,11,7,14,20,29,247,0,0
424,18,1985,2499,74,2978,23,7,13,8,10,36,319,1,0
425,19,1985,2534,73,3054,17,1,11,5,12,44,420,0,0
426,30,1985,2985,84,3490,23,16,8,8,7,45,345,0,0
427,20,1985,2691,82,3262,10,10,8,8,10,46,411,0,0
428,22,1985,3095,92,3953,16,13,3,13,7,56,598,0,0
429,23,1985,3228,89,3627,32,31,6,12,14,26,159,0,0
430,24,1985,3344,87,3761,32,3,13,6,22,43,297,0,1
431,11,1985,2368,73,2973,18,4,10,16,11,32,285,0,0
432,26,1985,3246,89,3763,14,13,8,6,17,45,397,0,0
433,27,1985,3073,91,3667,15,9,10,11,14,47,374,0,0
434,28,1985,2568,78,3088,17,15,5,7,8,43,380,0,1
435,31,1985,2459,67,2867,12,13,11,4,3,36,328,0,0
436,0,1986,2917,83,3450,23,5,9,8,12,49,373,0,2
437,1,1986,2580,69,2850,20,16,8,8,14,23,110,0,1
438,2,1986,1754,57,1996,12,12,9,3,14,19,182,0,2
439,3,1986,2591,75,3031,14,9,13,9,12,32,260,0,0
440,4,1986,2834,85,3376,15,11,9,9,16,40,362,0,1
441,5,1986,2955,83,3423,21,10,8,10,11,44,268,0,0
442,6,1986,2558,78,3132,19,9,7,8,15,39,414,3,0
443,7,1986,3035,91,3411,21,12,11,4,20,44,296,0,1
444,8,1986,2603,77,3193,15,8,10,11,5,43,370,1,2
445,9,1986,3341,99,4033,23,14,8,6,19,52,572,1,0
446,10,1986,2989,81,3622,22,6,12,5,6,52,533,1,0
447,12,1986,2997,86,3498,28,5,15,10,15,41,301,0,1
448,13,1986,2096,56,2476,13,3,6,9,15,23,200,0,0
449,14,1986,3713,110,4547,20,7,17,10,13,63,634,2,1
450,15,1986,2764,78,3421,19,7,3,9,12,47,477,3,1
451,16,1986,2933,79,3539,24,2,11,11,14,41,386,0,0
452,18,1986,3068,85,3353,27,9,17,6,17,36,165,0,0
453,19,1986,2672,83,3389,18,7,13,10,14,39,517,2,2
454,30,1986,3176,89,3659,27,6,13,9,21,40,303,0,0
455,20,1986,2418,70,2825,8,5,10,6,5,44,287,0,5
456,22,1986,3041,89,3746,16,11,7,7,4,60,565,0,3
457,23,1986,3043,90,3620,20,9,9,11,19,42,357,1,0
458,24,1986,3224,97,3740,26,2,13,5,30,47,416,0,1
459,11,1986,2731,75,3271,21,4,9,16,10,36,220,0,0
460,26,1986,3002,81,3456,17,7,15,11,11,37,234,0,1
461,27,1986,2610,79,3048,10,10,3,7,21,38,298,0,0
462,28,1986,2863,86,3447,18,11,16,11,14,34,364,0,3
463,31,1986,2486,72,2922,15,7,11,4,10,40,356,0,1
464,0,1987,2186,67,2541,16,7,13,8,10,29,195,0,1
465,1,1987,1940,60,2439,15,10,9,8,7,26,339,1,2
466,2,1987,2516,73,2995,13,5,9,9,8,42,299,0,0
467,3,1987,2814,82,3173,23,11,14,9,13,35,179,0,1
468,4,1987,2051,63,2595,16,9,7,6,7,34,424,2,2
469,5,1987,1849,57,2102,14,12,11,8,9,17,93,0,0
470,6,1987,2634,88,3455,15,9,9,10,10,50,621,1,0
471,7,1987,2074,69,2663,16,16,4,5,8,36,489,1,1
472,8,1987,2840,84,3529,16,7,12,13,9,43,429,1,0
473,9,1987,2227,69,2789,13,8,6,6,6,43,442,0,0
474,10,1987,2405,75,2941,15,7,12,8,9,39,376,0,3
475,12,1987,2828,84,3324,21,7,9,6,17,45,376,1,0
476,13,1987,2223,62,2424,20,6,15,3,12,26,141,0,1
477,14,1987,3201,99,3770,18,7,16,5,17,54,469,0,3
478,15,1987,2614,81,3375,11,8,7,11,7,48,541,1,2
479,16,1987,2653,89,3604,14,6,14,7,11,51,811,2,2
480,18,1987,2744,82,3046,14,2,18,7,22,33,162,0,0
481,19,1987,2630,70,2927,22,7,14,6,9,34,177,0,0
482,30,1987,2355,74,2929,7,9,6,6,10,43,454,0,1
483,20,1987,3117,92,3659,17,12,12,6,8,54,422,0,1
484,22,1987,2713,87,3350,15,10,13,12,11,41,397,0,2
485,23,1987,2440,69,2796,15,7,15,5,8,34,256,0,3
486,24,1987,2743,76,3140,19,1,18,4,10,43,317,0,1
487,11,1987,2662,77,3053,19,5,16,8,11,37,231,0,1
488,26,1987,2248,63,2587,23,6,13,7,8,29,199,0,0
489,27,1987,2019,61,2370,18,4,8,5,12,32,251,1,0
490,28,1987,2562,80,3297,13,4,6,17,7,46,395,0,2
491,31,1987,2553,78,3077,11,9,13,5,7,44,424,0,1
492,0,1988,2567,79,3093,22,9,8,5,10,47,426,0,1
493,1,1988,2635,79,3282,18,10,10,10,9,40,447,0,0
494,2,1988,1931,62,2351,18,9,7,7,7,32,280,0,2
495,3,1988,2189,62,2451,13,3,11,2,10,36,222,0,0
496,4,1988,2574,68,2978,21,16,13,2,4,33,364,1,0
497,5,1988,2214,65,2578,19,9,10,3,11,32,304,1,2
498,6,1988,2204,68,2477,20,2,15,0,13,38,273,0,0
499,7,1988,2632,79,3228,16,11,7,9,11,41,416,1,1
500,8,1988,2967,85,3745,22,0,13,11,5,56,558,0,1
501,9,1988,2426,76,3059,10,9,8,8,3,48,473,0,0
502,10,1988,2206,64,2784,15,2,14,8,3,37,418,1,0
503,12,1988,2732,80,3271,24,3,10,15,15,37,239,0,0
504,13,1988,2256,64,2754,18,3,7,9,10,35,318,0,0
505,14,1988,3572,101,4125,28,8,11,8,27,47,393,0,3
506,15,1988,3503,98,3920,27,5,13,6,23,51,297,0,0
507,16,1988,2731,79,3234,14,11,9,10,11,38,303,0,2
508,18,1988,2909,85,3310,26,14,18,10,9,34,201,0,0
509,19,1988,3487,97,4110,22,5,9,7,19,57,483,1,0
510,30,1988,2217,65,2523,12,10,6,5,9,35,206,0,0
511,20,1988,2733,85,3287,20,9,11,12,14,39,314,0,1
512,22,1988,3105,91,3482,24,4,25,8,17,37,217,0,0
513,23,1988,3247,91,3804,27,2,15,8,19,47,397,0,0
514,24,1988,2596,76,3003,24,4,5,3,21,43,347,0,0
515,11,1988,1994,66,2562,10,1,13,6,7,39,448,1,1
516,26,1988,2505,72,2913,19,2,7,8,16,39,248,0,1
517,27,1988,2576,70,2858,14,6,10,4,14,36,202,0,0
518,28,1988,2332,65,2950,9,2,4,10,9,40,418,0,6
519,31,1988,2802,84,3387,23,13,10,9,13,39,405,0,2
520,0,1989,1745,55,2226,13,7,3,6,4,35,361,0,1
521,1,1989,2402,72,2844,21,17,11,9,5,30,262,0,0
522,2,1989,1941,63,2504,15,7,6,12,5,33,323,0,2
523,3,1989,2157,65,2564,15,7,9,9,15,25,227,0,2
524,4,1989,2698,80,3188,25,16,12,6,18,28,370,0,0
525,5,1989,3279,97,3817,32,9,20,6,13,49,418,0,0
526,6,1989,2759,84,3311,10,4,11,3,12,54,492,0,2
527,7,1989,3087,82,3578,23,3,9,6,18,46,371,0,0
528,8,1989,2724,84,3315,11,14,10,7,10,43,451,0,0
529,9,1989,2263,67,2688,25,9,3,5,10,40,325,0,0
530,10,1989,2634,79,3392,14,1,10,10,7,51,558,1,1
531,12,1989,2807,80,3261,19,8,11,6,17,38,334,1,2
532,13,1989,2082,58,2458,18,2,11,6,13,26,256,0,1
533,14,1989,3074,87,3389,21,4,20,5,21,37,215,0,0
534,15,1989,2832,84,3472,24,8,4,9,20,43,460,0,1
535,16,1989,2643,70,3019,19,6,13,7,15,29,236,0,0
536,18,1989,3089,87,3426,29,7,20,4,22,34,257,1,0
537,19,1989,2985,82,3538,14,6,9,9,12,46,373,0,1
538,30,1989,2091,56,2422,15,7,11,7,7,24,191,0,2
539,20,1989,2046,66,2682,17,3,11,11,11,30,416,0,0
540,22,1989,2006,63,2392,13,6,11,2,6,38,346,0,1
541,23,1989,2270,67,2711,12,0,10,7,9,41,301,1,0
542,24,1989,2379,73,2834,15,6,6,7,20,34,315,1,1
543,11,1989,2100,62,2663,21,5,9,9,5,34,383,0,1
544,26,1989,2430,71,2774,21,4,11,5,16,35,244,0,0
545,27,1989,2501,75,2995,17,2,12,8,12,41,334,0,1
546,28,1989,2827,82,3368,15,1,8,9,19,45,361,0,1
547,31,1989,2404,72,2864,16,16,9,8,7,32,300,0,0
548,0,1990,2162,69,2537,15,3,15,8,13,30,215,0,1
549,1,1990,2611,76,3073,22,10,14,7,6,39,322,0,2
550,2,1990,2207,65,2739,12,0,9,9,11,36,352,1,0
551,3,1990,1950,58,2281,12,5,6,4,12,31,251,0,0
552,4,1990,2313,59,2612,14,13,8,7,9,22,159,0,1
553,5,1990,2414,74,2879,13,7,11,2,13,41,425,0,4
554,6,1990,2450,72,2902,8,7,5,5,16,39,352,0,0
555,7,1990,2507,67,2865,16,5,5,5,11,41,258,0,0
556,8,1990,2271,61,2442,14,1,15,2,15,28,131,0,1
557,9,1990,2661,81,3132,22,6,9,3,19,44,411,2,0
558,10,1990,2690,71,3084,24,5,6,3,15,42,334,0,1
559,12,1990,2815,79,3413,20,9,11,8,8,43,438,1,0
560,13,1990,2565,72,3022,20,5,9,3,15,40,397,0,0
561,14,1990,2628,72,3026,20,5,8,3,19,37,338,1,2
562,15,1990,2519,70,2913,15,5,10,4,12,39,314,0,0
563,16,1990,2795,75,3306,24,7,10,11,6,41,291,0,0
564,18,1990,2069,61,2398,18,5,10,3,8,35,269,0,0
565,19,1990,2227,63,2560,10,10,9,5,10,29,233,0,0
566,30,1990,1244,34,1530,7,2,4,5,0,23,186,1,0
567,20,1990,2125,64,2431,17,3,12,2,13,34,266,0,1
568,22,1990,3089,90,3752,18,9,10,8,13,50,503,0,2
569,23,1990,2082,60,2315,19,18,8,4,6,24,153,0,2
570,24,1990,2203,68,2663,8,1,8,2,11,46,420,0,1
571,11,1990,1839,54,2064,23,0,13,1,10,30,205,0,1
572,26,1990,2568,70,2990,20,1,8,6,12,43,302,0,1
573,27,1990,2308,67,2722,18,2,7,8,21,29,254,2,0
574,28,1990,2249,65,2454,18,6,6,5,32,16,105,0,1
575,31,1990,2626,78,3299,19,4,10,8,12,44,513,0,1
576,0,1991,1858,56,2197,8,7,8,5,6,30,239,0,0
577,1,1991,2449,69,2814,13,8,13,8,12,28,205,0,1
578,2,1991,2232,65,2828,15,4,9,7,7,38,456,2,0
579,3,1991,1952,54,2085,12,7,11,4,17,15,53,0,0
580,4,1991,2696,73,3046,24,14,8,9,14,28,170,0,1
581,5,1991,2889,80,3397,20,4,15,6,15,40,388,0,0
582,6,1991,2710,84,3389,22,7,11,6,11,49,559,1,0
583,7,1991,2992,76,3445,19,3,6,7,12,48,313,0,1
584,8,1991,2677,76,3064,22,1,12,6,25,32,267,0,1
585,9,1991,1993,57,2303,11,3,5,6,16,27,190,0,0
586,10,1991,2856,82,3492,14,4,11,6,14,47,516,1,0
587,12,1991,2095,57,2426,16,7,7,5,10,28,231,0,0
588,13,1991,2079,56,2551,18,5,6,7,8,30,332,0,1
589,14,1991,2989,87,3640,29,15,8,11,11,42,431,1,1
590,15,1991,2984,82,3491,22,4,9,6,18,45,387,0,0
591,16,1991,2258,64,2768,16,4,7,8,10,35,350,1,0
592,18,1991,2217,64,2521,14,4,11,7,13,29,164,0,0
593,19,1991,2652,75,3092,27,11,14,5,10,35,340,1,0
594,30,1991,1939,51,2211,14,6,7,4,5,29,192,0,2
595,20,1991,2958,86,3473,22,6,14,7,24,35,375,1,0
596,22,1991,2882,81,3245,18,7,14,3,20,37,303,1,2
597,23,1991,2580,67,2961,26,12,4,2,8,41,341,0,0
598,24,1991,2424,74,2856,18,1,12,7,21,33,292,0,1
599,11,1991,1820,52,2070,16,3,8,3,7,31,190,0,3
600,26,1991,3073,86,3743,20,8,7,10,11,50,470,0,1
601,27,1991,2716,76,3085,11,5,9,4,18,40,289,0,0
602,28,1991,2726,74,2996,10,4,11,3,27,29,210,0,1
603,31,1991,2469,68,3095,17,3,8,10,5,42,426,0,0
604,0,1992,1701,49,1918,19,5,10,2,9,23,177,0,0
605,1,1992,2862,79,3393,19,6,11,9,15,38,351,1,0
606,2,1992,2732,76,3196,15,10,11,9,14,32,284,1,0
607,3,1992,2206,60,2531,12,3,10,7,18,22,185,0,0
608,4,1992,3203,84,3705,15,14,9,6,16,39,382,0,1
609,5,1992,2709,74,3083,28,3,14,7,23,27,234,0,1
610,6,1992,2678,74,3015,15,6,9,11,26,22,117,0,0
611,7,1992,2283,58,2484,23,10,12,3,11,22,141,0,0
612,8,1992,2475,68,2899,22,5,11,9,19,24,244,1,0
613,9,1992,3045,85,3633,18,7,10,13,15,40,328,1,1
614,10,1992,3263,83,3716,22,4,9,7,18,45,313,0,0
615,12,1992,2043,61,2620,19,4,8,9,6,34,397,0,0
616,13,1992,1982,61,2424,13,3,12,3,10,33,382,1,0
617,14,1992,3024,82,3459,26,6,13,7,20,36,295,0,0
618,15,1992,2313,69,2855,12,5,7,3,10,44,482,4,1
619,16,1992,2703,82,3451,18,4,11,10,11,46,548,2,3
620,18,1992,2744,73,2993,21,12,14,3,18,26,189,0,0
621,19,1992,2290,65,2846,12,10,10,10,5,30,356,0,1
622,30,1992,2052,53,2487,14,6,5,9,2,31,255,0,2
623,20,1992,2198,66,2608,18,10,11,9,10,26,230,1,2
624,22,1992,3648,103,4227,19,5,14,4,21,59,499,1,0
625,23,1992,2810,77,3255,17,19,5,3,10,40,385,0,0
626,24,1992,2520,76,3122,20,1,12,4,11,48,522,1,0
627,11,1992,2123,64,2555,17,5,14,5,13,27,332,1,1
628,26,1992,2529,67,2947,19,2,3,10,21,31,218,0,0
629,27,1992,4184,108,4760,29,7,11,8,26,56,416,1,0
630,28,1992,2631,73,3119,22,10,8,9,7,39,308,0,1
631,31,1992,2604,72,3243,19,4,6,15,13,34,339,1,1
632,0,1993,1447,42,1718,11,5,9,5,8,15,171,0,0
633,1,1993,2925,80,3080,28,0,18,2,38,22,115,0,0
634,2,1993,3298,90,3954,24,11,7,12,13,47,416,0,0
635,3,1993,2664,74,2991,19,4,13,4,24,29,247,0,0
636,4,1993,2520,67,3017,17,10,8,8,8,33,337,0,1
637,5,1993,2994,82,3632,15,5,4,10,14,49,438,0,2
638,6,1993,3318,93,3772,24,9,5,3,23,53,394,0,1
639,7,1993,2762,73,3189,23,8,8,8,19,30,267,0,0
640,8,1993,2695,74,3127,20,1,9,7,21,36,292,0,0
641,9,1993,2728,76,3240,19,6,4,8,15,43,352,0,1
642,10,1993,2983,83,3595,18,6,11,13,12,41,352,1,0
643,12,1993,2113,56,2342,22,1,8,3,12,32,169,0,0
644,13,1993,1865,58,2304,13,5,5,4,12,32,359,1,0
645,14,1993,2932,83,3323,31,9,16,4,19,35,311,1,0
646,15,1993,2704,72,3114,21,0,11,3,17,41,350,0,0
647,16,1993,2945,77,3272,24,7,12,4,10,44,247,0,1
648,18,1993,2510,73,2806,21,18,10,7,12,26,156,0,0
649,19,1993,2650,72,3207,15,9,4,9,5,45,377,0,0
650,30,1993,2166,56,2535,14,11,6,6,5,28,249,0,0
651,20,1993,2684,74,3174,19,4,13,7,12,38,350,0,0
652,22,1993,2643,73,3096,25,15,11,7,6,34,313,1,3
653,23,1993,2490,71,2971,19,17,3,9,7,35,301,0,0
654,24,1993,2538,80,3271,15,2,9,10,16,43,533,2,0
655,11,1993,3101,83,3644,28,7,9,10,23,34,343,2,0
656,26,1993,2888,77,3356,26,6,11,6,18,36,348,1,0
657,27,1993,3392,90,4007,21,4,11,7,21,47,475,1,1
658,28,1993,3043,89,3781,28,8,12,3,16,50,678,3,0
659,31,1993,3182,90,3862,25,7,9,6,22,46,560,1,0
660,0,1994,1933,54,2235,18,3,10,3,10,28,242,0,0
661,1,1994,2466,76,2871,23,8,15,9,18,26,225,0,0
662,2,1994,2822,79,3461,19,6,9,9,12,43,459,2,1
663,3,1994,2415,67,2799,13,7,8,3,11,38,324,0,0
664,4,1994,2823,76,3258,23,6,10,8,13,39,275,0,0
665,5,1994,2831,80,3211,27,4,15,8,15,38,220,0,0
666,6,1994,2630,74,2853,22,2,5,6,42,19,103,0,0
667,7,1994,3527,98,3997,33,18,8,10,22,40,270,0,0
668,8,1994,2523,72,2951,21,9,7,4,14,38,348,0,0
669,9,1994,2936,85,3582,15,5,10,7,13,50,506,0,0
670,10,1994,2526,73,3092,22,3,11,10,9,40,366,0,1
671,12,1994,2477,70,2935,26,5,11,4,14,36,378,0,0
672,13,1994,1948,60,2412,16,7,8,7,6,32,324,1,0
673,14,1994,3261,92,3727,29,6,13,9,17,47,286,1,0
674,15,1994,2728,79,3121,14,16,10,6,16,31,273,0,0
675,16,1994,3111,87,3578,26,18,8,8,14,39,307,0,2
676,18,1994,3034,84,3534,25,9,12,12,13,38,260,0,0
677,19,1994,2191,63,2782,19,2,8,8,9,36,431,2,1
678,30,1994,3497,96,4115,35,17,4,9,16,50,438,1,0
679,20,1994,2879,81,3351,24,11,14,10,10,36,272,0,0
680,22,1994,2461,69,2841,25,8,12,6,9,34,260,0,0
681,23,1994,2711,77,3377,19,14,5,15,5,38,366,1,0
682,24,1994,2677,78,3494,23,7,7,9,8,47,637,3,0
683,11,1994,2958,82,3639,21,3,11,12,10,45,441,1,0
684,26,1994,2245,67,2920,14,1,9,9,8,40,495,2,0
685,27,1994,3339,91,3905,33,7,13,7,21,43,426,1,0
686,28,1994,3466,97,3849,35,12,17,6,23,39,263,0,0
687,31,1994,2791,77,3301,28,10,8,5,10,44,410,1,0
688,0,1995,1920,57,2312,13,1,5,5,20,26,292,0,0
689,1,1995,1792,58,2169,16,3,8,6,13,28,257,1,0
690,2,1995,2679,70,2913,26,13,6,4,20,27,154,0,0
691,3,1995,3109,86,3473,23,12,14,7,30,23,224,1,0
692,4,1995,2012,53,2209,23,2,11,3,12,25,137,0,1
693,5,1995,2355,65,2831,18,5,8,9,9,34,296,0,0
694,6,1995,2821,77,3296,23,11,7,7,11,41,335,0,1
695,7,1995,2748,72,3150,20,10,8,8,14,32,242,0,0
696,8,1995,2632,72,3221,28,7,9,8,13,35,429,1,0
697,9,1995,3317,91,3990,29,5,14,12,18,42,433,0,0
698,10,1995,2105,63,2681,16,4,10,7,5,37,436,0,0
699,12,1995,1907,55,2243,19,8,9,6,10,22,216,0,0
700,13,1995,2068,57,2433,15,2,5,5,10,35,265,0,0
701,14,1995,2895,85,3682,20,5,12,13,17,38,527,2,1
702,15,1995,2423,67,2759,21,6,7,5,21,28,236,0,0
703,16,1995,2621,73,3078,15,10,9,8,12,34,297,1,0
704,17,1995,3168,82,3591,19,10,11,5,11,45,323,0,0
705,18,1995,3355,104,4328,23,7,11,11,13,62,753,0,1
706,19,1995,1845,58,2427,15,9,7,7,6,29,442,1,2
707,30,1995,2732,78,3180,26,8,10,8,17,35,288,1,1
708,20,1995,2321,65,2740,26,3,8,7,11,36,279,0,2
709,21,1995,3376,96,3938,28,12,11,11,23,39,342,0,0
710,22,1995,2598,79,3100,27,7,13,8,11,40,342,0,0
711,23,1995,2635,75,3089,22,10,11,8,8,38,294,0,1
712,24,1995,3046,83,3679,23,5,12,12,16,38,393,1,0
713,11,1995,2787,74,3140,29,15,11,9,13,26,173,0,0
714,26,1995,2632,73,2965,21,3,7,5,22,36,233,0,1
715,27,1995,3026,83,3735,21,7,13,8,7,48,549,0,0
716,28,1995,1962,59,2368,20,3,14,11,9,22,186,0,0
717,31,1995,2382,72,2948,21,7,8,6,10,41,446,1,0
718,0,1996,2862,73,3217,20,6,14,6,11,36,235,0,2
719,1,1996,2724,78,3491,15,3,9,12,12,42,527,2,0
720,2,1996,2792,81,3634,16,16,4,17,6,38,502,0,1
721,3,1996,3688,101,4194,27,12,11,13,25,40,246,1,0
722,4,1996,2353,65,2714,16,5,10,5,22,23,261,1,0
723,6,1996,2687,70,3015,24,1,5,4,22,38,248,0,1
724,7,1996,2805,76,3328,23,6,8,6,19,37,403,1,1
725,8,1996,3235,87,3967,23,7,8,6,15,51,612,1,0
726,9,1996,2975,88,3667,25,4,9,10,23,42,492,1,0
727,10,1996,2652,68,3105,23,3,10,2,15,38,413,0,0
728,12,1996,2721,74,3150,22,1,9,9,23,32,249,0,0
729,13,1996,3023,78,3611,26,4,8,11,7,48,368,0,0
730,14,1996,2597,73,3107,17,8,7,9,12,36,330,1,1
731,15,1996,2659,75,3152,22,8,6,4,25,32,413,1,0
732,16,1996,3657,102,4289,32,15,10,10,22,45,432,2,0
733,17,1996,2456,69,3016,16,5,5,8,7,44,400,0,0
734,18,1996,2704,74,3293,13,5,7,8,14,40,429,0,0
735,19,1996,2365,70,3044,12,6,2,8,12,42,519,1,1
736,30,1996,2582,67,2973,25,9,6,7,14,31,251,0,1
737,20,1996,2469,68,2886,28,5,10,9,15,29,237,0,0
738,21,1996,2785,78,3158,21,2,9,10,25,32,173,0,0
739,22,1996,2292,64,2766,15,7,8,7,8,34,334,0,0
740,23,1996,2737,79,3169,24,2,10,8,21,38,272,0,0
741,24,1996,2816,78,3491,23,7,8,9,13,41,495,0,0
742,25,1996,2607,68,2980,23,12,10,5,14,27,273,0,1
743,11,1996,2995,77,3470,24,15,10,12,5,35,235,0,0
744,26,1996,2825,87,3551,16,2,12,9,21,43,546,1,0
745,27,1996,2966,85,3746,20,1,8,7,17,52,640,0,1
746,28,1996,2427,72,2931,25,6,8,11,15,32,284,0,0
747,31,1996,2919,88,3616,26,7,10,6,28,37,577,0,2
748,0,1997,2735,78,3182,22,8,13,7,9,41,307,0,1
749,1,1997,3130,96,4077,26,14,3,11,16,52,727,2,0
750,2,1997,2904,81,3471,27,18,10,8,10,35,407,2,0
751,3,1997,3278,90,3764,24,3,13,6,24,44,366,0,1
752,4,1997,2283,60,2598,22,3,10,4,17,26,235,1,0
753,6,1997,3010,83,3578,27,7,9,9,16,42,388,0,1
754,7,1997,3387,91,4028,24,8,6,10,27,40,441,1,1
755,8,1997,3396,89,3972,26,8,14,8,20,39,416,0,1
756,9,1997,3154,83,3489,29,8,16,4,16,39,255,0,0
757,10,1997,2423,67,3034,18,2,8,6,8,43,491,0,0
758,12,1997,3047,86,3592,26,4,14,9,19,40,365,0,0
759,13,1997,2519,68,2962,15,6,10,6,3,43,323,0,0
760,14,1997,3045,87,3660,19,7,18,5,9,48,515,1,1
761,15,1997,3263,89,3498,20,5,9,9,45,21,55,0,0
762,16,1997,3873,111,4531,33,17,13,14,27,40,378,0,1
763,17,1997,2563,66,2964,27,7,15,8,7,29,241,0,0
764,18,1997,2653,74,3212,21,1,8,5,13,47,459,0,1
765,19,1997,3062,84,3576,24,1,9,4,19,51,434,1,2
766,30,1997,2611,74,3081,25,4,9,2,23,36,430,0,0
767,20,1997,2703,75,3378,26,0,7,21,15,32,255,0,0
768,21,1997,3096,85,3604,29,3,15,4,25,38,428,2,0
769,22,1997,2852,78,3569,24,7,8,14,11,38,437,0,1
770,23,1997,3638,93,4189,28,1,8,6,26,52,431,0,0
771,24,1997,3207,94,3985,16,6,6,8,14,60,618,1,1
772,25,1997,3040,83,3540,24,2,15,2,11,53,460,0,0
773,11,1997,3331,84,3788,32,12,10,11,18,33,237,0,1
774,26,1997,3072,88,4038,21,3,8,13,14,50,706,1,0
775,27,1997,2521,76,3144,24,6,10,8,14,38,463,2,2
776,28,1997,2238,64,2729,17,15,9,11,6,23,271,0,0
777,31,1997,2741,81,3407,25,10,7,5,10,49,566,1,0
778,0,1998,2354,69,2835,16,6,5,7,15,36,341,0,0
779,1,1998,2922,80,3411,18,13,3,7,19,38,349,1,0
780,2,1998,2855,79,3578,14,10,7,11,15,36,503,1,2
781,3,1998,2288,69,2882,18,7,2,11,17,32,374,1,0
782,4,1998,2516,66,3097,14,5,6,10,2,43,381,0,1
783,6,1998,2858,81,3340,19,2,9,9,23,38,302,1,0
784,7,1998,2945,81,3378,12,8,8,6,21,38,313,0,1
785,8,1998,3499,95,4174,27,9,11,8,18,49,515,1,0
786,9,1998,2642,76,3255,21,9,10,5,11,41,513,1,1
787,10,1998,2932,79,3583,23,2,9,10,16,42,451,0,0
788,12,1998,2852,77,3342,31,4,12,14,13,34,210,0,1
789,13,1998,3445,96,4064,24,9,13,14,17,43,339,0,1
790,14,1998,3628,104,4339,21,13,11,10,9,61,511,1,0
791,15,1998,2711,74,2963,25,7,11,7,29,20,112,0,0
792,16,1998,3819,101,4566,33,19,10,8,11,53,587,1,0
793,17,1998,3272,85,3824,28,13,10,11,11,40,332,0,0
794,18,1998,2248,65,2637,16,9,9,4,13,30,309,1,0
795,19,1998,2915,82,3506,19,4,5,6,20,47,471,1,0
796,30,1998,2706,69,3258,18,2,6,11,16,34,332,0,0
797,20,1998,2411,65,2788,30,4,13,7,14,27,237,1,0
798,21,1998,2937,77,3131,20,5,11,5,36,20,94,0,0
799,22,1998,2621,74,3294,13,7,7,9,8,43,493,0,0
800,23,1998,3269,98,4256,29,11,12,10,12,53,787,1,0
801,24,1998,3350,95,4202,16,7,5,10,15,58,652,1,0
802,25,1998,3524,90,3948,25,10,9,7,24,40,284,1,2
803,11,1998,3775,96,4216,34,21,18,9,16,32,261,0,1
804,26,1998,3220,90,4089,26,14,7,11,5,53,649,0,0
805,27,1998,2959,81,3568,27,14,7,12,15,33,369,1,0
806,28,1998,3015,82,3565,35,6,16,12,18,30,310,0,0
807,31,1998,2033,55,2458,17,4,7,5,12,27,325,1,0
808,0,1999,2304,73,2883,21,5,15,9,11,33,399,2,2
809,1,1999,3012,85,3478,20,9,15,10,15,36,266,0,0
810,2,1999,2621,82,3219,13,6,13,5,13,45,498,1,2
811,3,1999,2474,73,2840,20,4,14,7,25,23,226,0,0
812,4,1999,2988,84,3908,19,3,9,16,13,43,600,1,0
813,5,1999,3663,106,4645,20,6,6,11,15,68,762,2,0
814,6,1999,3362,90,3882,23,10,10,8,13,49,360,0,0
815,7,1999,3448,94,3948,18,7,10,8,16,53,340,0,0
816,8,1999,3447,89,3910,32,6,15,6,21,41,343,0,0
817,9,1999,3647,102,4253,21,13,14,10,19,46,406,1,2
818,10,1999,1838,58,2467,16,10,4,8,7,29,469,0,2
819,12,1999,2841,81,3500,24,2,12,10,14,43,459,1,0
820,13,1999,2818,81,3322,23,8,10,4,17,42,424,0,0
821,14,1999,3794,107,4524,21,5,15,12,16,59,490,0,1
822,15,1999,2964,80,3163,27,4,12,4,34,26,119,0,0
823,16,1999,3126,89,3651,31,23,6,6,16,38,405,1,0
824,17,1999,2881,78,3260,32,16,7,6,12,37,259,0,0
825,18,1999,3126,82,3693,26,2,20,7,6,47,427,0,0
826,19,1999,2995,86,3637,27,3,8,12,21,42,402,0,0
827,20,1999,2717,80,3130,21,3,10,4,24,39,333,0,0
828,21,1999,2384,65,2562,18,4,7,1,21,32,158,0,0
829,22,1999,3110,90,3735,23,10,10,14,20,36,345,0,0
830,23,1999,2486,76,3045,25,5,14,4,15,38,479,1,1
831,24,1999,2089,60,2464,17,12,7,11,7,23,155,0,0
832,25,1999,3687,103,4355,39,7,15,10,28,43,468,1,1
833,11,1999,2427,71,2926,17,10,12,11,11,27,279,2,0
834,26,1999,2899,83,3282,15,1,9,5,25,43,283,1,0
835,27,1999,2955,84,3425,34,14,11,5,18,36,370,1,0
836,28,1999,3203,84,3795,27,12,10,10,13,39,392,1,0
837,30,1999,3429,90,3824,35,2,18,3,22,45,335,0,0
838,31,1999,2343,61,2769,18,2,14,9,8,28,246,0,0
