id,team_id,year,playtype_id,att,cmp,yds,1st,td_allowed,sack
1771,0,2001,1,389,0,1571,89,9,0
1772,1,2001,1,373,0,1313,71,6,0
1773,2,2001,1,453,0,1675,86,10,0
1774,3,2001,1,482,0,2133,122,20,0
1775,4,2001,1,406,0,1492,86,9,0
1776,5,2001,1,494,0,2208,112,11,0
1777,6,2001,1,415,0,1702,86,8,0
1778,7,2001,1,496,0,2087,124,10,0
1779,8,2001,1,449,0,1504,99,10,0
1780,9,2001,1,481,0,2140,111,15,0
1781,10,2001,1,455,0,2115,108,20,0
1782,12,2001,1,472,0,1710,90,12,0
1783,13,2001,1,453,0,1779,97,9,0
1784,14,2001,1,455,0,1837,88,6,0
1785,15,2001,1,405,0,1943,95,13,0
1786,16,2001,1,428,0,1545,83,7,0
1787,17,2001,1,469,0,1611,89,15,0
1788,18,2001,1,481,0,2154,116,15,0
1789,19,2001,1,470,0,1993,99,15,0
1790,20,2001,1,406,0,1769,83,10,0
1791,21,2001,1,521,0,2301,106,13,0
1792,22,2001,1,429,0,1855,99,7,0
1793,23,2001,1,433,0,1988,104,17,0
1794,24,2001,1,366,0,1374,77,11,0
1795,25,2001,1,410,0,1411,81,10,0
1796,11,2001,1,484,0,1869,103,10,0
1797,26,2001,1,443,0,1715,88,15,0
1798,27,2001,1,427,0,1721,91,9,0
1799,28,2001,1,339,0,1195,70,5,0
1800,30,2001,1,405,0,1431,79,17,0
1801,31,2001,1,477,0,2299,127,21,0
1802,0,2002,0,552,340,3506,188,23,32
1803,1,2002,0,547,335,3530,185,24,35
1804,2,2002,0,454,287,3262,182,30,24
1805,3,2002,0,495,281,3067,160,24,31
1806,4,2002,0,566,360,3337,176,15,40
1807,5,2002,0,513,299,3269,164,20,28
1808,6,2002,0,510,259,2490,131,10,43
1809,7,2002,0,535,335,3874,196,29,21
1810,8,2002,0,607,375,4295,205,26,39
1811,9,2002,0,616,403,4181,227,27,34
1812,10,2002,0,468,288,2917,148,19,36
1813,12,2002,0,574,334,3449,178,22,24
1814,13,2002,0,520,294,3102,162,20,47
1815,14,2002,0,563,333,3094,160,18,56
1816,15,2002,0,514,285,3287,171,23,47
1817,16,2002,0,541,311,3119,162,17,37
1818,17,2002,0,519,314,3264,188,19,36
1819,18,2002,0,551,359,3490,178,17,30
1820,19,2002,0,591,371,4150,221,27,33
1821,20,2002,0,531,287,2987,143,24,43
1822,21,2002,0,522,293,2993,155,18,52
1823,22,2002,0,531,314,3179,158,23,34
1824,23,2002,0,570,346,3526,189,21,43
1825,24,2002,0,461,292,3209,148,15,38
1826,25,2002,0,573,360,3591,190,16,33
1827,11,2002,0,531,304,3033,155,19,40
1828,26,2002,0,593,343,3805,191,25,39
1829,27,2002,0,555,321,3411,191,21,28
1830,28,2002,0,573,336,3460,178,19,50
1831,29,2002,0,512,281,3141,155,23,35
1832,30,2002,0,562,339,3540,197,27,40
1833,31,2002,0,542,335,4103,198,33,27
1834,0,2002,1,394,0,1652,96,14,0
1835,1,2002,1,504,0,2076,110,13,0
1836,2,2002,1,498,0,2003,104,16,0
1837,3,2002,1,473,0,2122,107,20,0
1838,4,2002,1,379,0,1489,100,21,0
1839,5,2002,1,483,0,2079,107,12,0
1840,6,2002,1,410,0,1554,79,8,0
1841,7,2002,1,490,0,2146,117,17,0
1842,8,2002,1,410,0,1739,91,15,0
1843,9,2002,1,431,0,2067,120,19,0
1844,10,2002,1,459,0,1992,114,16,0
1845,12,2002,1,481,0,1818,90,10,0
1846,13,2002,1,407,0,1554,86,9,0
1847,14,2002,1,390,0,1660,83,5,0
1848,15,2002,1,441,0,2047,97,12,0
1849,16,2002,1,407,0,1830,87,12,0
1850,17,2002,1,487,0,2071,112,14,0
1851,18,2002,1,427,0,1973,116,17,0
1852,19,2002,1,495,0,1967,111,19,0
1853,20,2002,1,413,0,1998,122,14,0
1854,21,2002,1,448,0,1653,95,12,0
1855,22,2002,1,467,0,2198,129,17,0
1856,23,2002,1,384,0,1453,96,14,0
1857,24,2002,1,445,0,1816,105,15,0
1858,25,2002,1,471,0,1762,95,17,0
1859,11,2002,1,435,0,1754,96,14,0
1860,26,2002,1,439,0,1991,108,18,0
1861,27,2002,1,500,0,2441,140,18,0
1862,28,2002,1,359,0,1375,77,16,0
1863,29,2002,1,509,0,2089,116,14,0
1864,30,2002,1,372,0,1424,75,7,0
1865,31,2002,1,394,0,1666,83,15,0
1866,0,2003,0,514,310,3238,165,25,42
1867,1,2003,0,525,326,3082,156,20,18
1868,2,2003,0,508,297,3402,177,23,30
1869,3,2003,0,508,285,2707,153,18,38
1870,4,2003,0,495,265,2828,141,17,36
1871,5,2003,0,502,297,2846,160,13,35
1872,6,2003,0,475,274,2710,140,16,36
1873,7,2003,0,497,311,3589,184,29,21
1874,8,2003,0,524,322,3375,178,36,30
1875,9,2003,0,565,332,3363,184,19,36
1876,10,2003,0,445,277,2809,138,18,31
1877,12,2003,0,492,239,2631,127,18,32
1878,13,2003,0,529,319,3335,171,12,44
1879,14,2003,0,559,337,3236,171,17,38
1880,15,2003,0,508,323,3800,187,28,36
1881,16,2003,0,519,309,3412,178,25,45
1882,17,2003,0,510,303,3251,172,23,24
1883,18,2003,0,455,281,3025,168,14,35
1884,19,2003,0,522,331,3578,166,26,28
1885,20,2003,0,589,326,3400,172,18,34
1886,21,2003,0,522,299,3003,161,19,40
1887,22,2003,0,618,328,3232,177,11,41
1888,23,2003,0,467,286,3394,159,21,25
1889,24,2003,0,510,296,3072,164,23,42
1890,25,2003,0,531,296,2805,144,19,47
1891,11,2003,0,483,285,3195,176,23,27
1892,26,2003,0,485,264,2993,165,20,32
1893,27,2003,0,573,343,3480,183,24,40
1894,28,2003,0,484,294,3042,155,20,35
1895,29,2003,0,502,297,3712,179,22,19
1896,30,2003,0,546,332,3606,167,20,38
1897,31,2003,0,531,311,3477,186,17,37
1898,0,2003,1,420,0,1690,99,13,0
1899,1,2003,1,449,0,1865,104,13,0
1900,2,2003,1,461,0,2218,119,18,0
1901,3,2003,1,464,0,1606,92,11,0
1902,4,2003,1,379,0,1605,77,11,0
1903,5,2003,1,457,0,2113,100,14,0
1904,6,2003,1,451,0,1756,89,6,0
1905,7,2003,1,475,0,1915,120,17,0
1906,8,2003,1,518,0,2218,124,12,0
1907,9,2003,1,453,0,2344,120,18,0
1908,10,2003,1,437,0,1980,117,19,0
1909,12,2003,1,413,0,1425,68,7,0
1910,13,2003,1,441,0,1452,82,11,0
1911,14,2003,1,461,0,2071,116,13,0
1912,15,2003,1,499,0,2308,122,21,0
1913,16,2003,1,496,0,1908,102,12,0
1914,17,2003,1,442,0,1406,84,12,0
1915,18,2003,1,542,0,2294,134,17,0
1916,19,2003,1,447,0,1782,105,14,0
1917,20,2003,1,413,0,1701,91,10,0
1918,21,2003,1,434,0,1722,83,10,0
1919,22,2003,1,401,0,1434,91,10,0
1920,23,2003,1,544,0,2510,127,21,0
1921,24,2003,1,412,0,1980,92,9,0
1922,25,2003,1,448,0,1536,78,6,0
1923,11,2003,1,504,0,2217,122,20,0
1924,26,2003,1,480,0,2241,109,12,0
1925,27,2003,1,456,0,1759,93,9,0
1926,28,2003,1,449,0,1741,89,14,0
1927,29,2003,1,533,0,2370,130,15,0
1928,30,2003,1,342,0,1295,79,10,0
1929,31,2003,1,387,0,1879,94,22,0
1930,0,2004,0,490,308,3486,179,27,29
1931,1,2004,0,515,287,3340,165,23,35
1932,2,2004,0,520,313,3303,158,23,37
1933,3,2004,0,486,261,2624,150,20,45
1934,4,2004,0,484,272,2947,130,17,38
1935,5,2004,0,460,277,2901,144,17,32
1936,6,2004,0,436,247,2579,131,21,45
1937,7,2004,0,505,271,3036,153,18,38
1938,8,2004,0,607,372,4053,200,19,29
1939,9,2004,0,522,312,4203,190,32,41
1940,10,2004,0,557,364,3892,209,26,45
1941,12,2004,0,502,310,3521,180,31,33
1942,13,2004,0,434,244,2592,139,20,36
1943,14,2004,0,550,334,3212,165,16,47
1944,15,2004,0,517,328,3526,183,19,48
1945,16,2004,0,467,292,3030,170,28,40
1946,17,2004,0,497,306,3357,181,18,37
1947,18,2004,0,497,289,3312,169,21,37
1948,19,2004,0,535,328,3514,167,29,38
1949,20,2004,0,518,314,3663,181,33,40
1950,21,2004,0,513,303,3478,177,18,34
1951,22,2004,0,538,315,3400,177,18,45
1952,23,2004,0,510,315,3924,210,30,25
1953,24,2004,0,492,292,3174,172,24,34
1954,25,2004,0,501,276,3122,158,14,39
1955,11,2004,0,515,294,2977,153,17,40
1956,26,2004,0,545,324,3888,193,24,37
1957,27,2004,0,559,340,3590,191,24,36
1958,28,2004,0,484,269,2835,146,14,41
1959,29,2004,0,530,344,3615,194,32,24
1960,30,2004,0,524,333,3807,189,29,32
1961,31,2004,0,544,338,3896,220,30,39
1962,0,2004,1,495,0,1995,121,22,0
1963,1,2004,1,496,0,2050,109,9,0
1964,2,2004,1,474,0,2062,123,11,0
1965,3,2004,1,447,0,1604,79,6,0
1966,4,2004,1,396,0,1512,83,16,0
1967,5,2004,1,532,0,2314,141,22,0
1968,6,2004,1,480,0,1973,101,8,0
1969,7,2004,1,450,0,2105,101,12,0
1970,8,2004,1,355,0,1307,79,15,0
1971,9,2004,1,397,0,1834,97,18,0
1972,10,2004,1,440,0,2037,103,12,0
1973,12,2004,1,425,0,1764,88,14,0
1974,13,2004,1,539,0,2302,107,12,0
1975,14,2004,1,442,0,1903,101,13,0
1976,15,2004,1,434,0,1681,107,20,0
1977,16,2004,1,498,0,2157,112,13,0
1978,17,2004,1,438,0,1777,83,7,0
1979,18,2004,1,432,0,1566,87,8,0
1980,19,2004,1,498,0,1887,118,10,0
1981,20,2004,1,409,0,1878,92,12,0
1982,21,2004,1,474,0,1904,98,19,0
1983,22,2004,1,405,0,1572,83,9,0
1984,23,2004,1,537,0,2012,115,21,0
1985,24,2004,1,480,0,2179,118,13,0
1986,25,2004,1,469,0,1681,88,9,0
1987,11,2004,1,419,0,1304,67,7,0
1988,26,2004,1,485,0,2253,118,16,0
1989,27,2004,1,452,0,2031,102,17,0
1990,28,2004,1,357,0,1299,79,8,0
1991,29,2004,1,417,0,1843,89,4,0
1992,30,2004,1,421,0,1917,99,18,0
1993,31,2004,1,435,0,2006,110,15,0
1994,0,2005,0,576,374,4427,205,28,28
1995,1,2005,0,550,313,2872,153,10,41
1996,2,2005,0,519,324,3569,185,21,28
1997,3,2005,0,503,314,3291,169,19,38
1998,4,2005,0,613,344,3643,183,20,28
1999,5,2005,0,471,279,2867,161,19,23
2000,6,2005,0,476,275,2929,148,15,36
2001,7,2005,0,488,301,3097,158,17,37
2002,8,2005,0,567,338,3599,189,20,46
2003,9,2005,0,559,325,3679,189,25,29
2004,10,2005,0,509,343,3151,163,17,46
2005,12,2005,0,495,271,3083,150,18,37
2006,13,2005,0,549,323,3307,183,23,49
2007,14,2005,0,503,297,3323,171,24,29
2008,15,2005,0,526,320,3137,167,18,37
2009,16,2005,0,580,329,3584,189,20,41
2010,17,2005,0,482,285,2946,158,22,47
2011,18,2005,0,463,284,2755,151,17,30
2012,19,2005,0,487,295,3118,166,19,31
2013,20,2005,0,430,252,2680,143,22,35
2014,21,2005,0,528,305,3057,160,15,45
2015,22,2005,0,527,296,3703,179,25,33
2016,23,2005,0,486,296,3243,165,18,36
2017,24,2005,0,507,314,3424,178,26,41
2018,25,2005,0,525,296,2958,161,18,42
2019,11,2005,0,535,291,3081,158,15,35
2020,26,2005,0,418,241,2849,145,20,25
2021,27,2005,0,571,331,3559,194,18,50
2022,28,2005,0,549,315,3168,179,15,47
2023,29,2005,0,469,304,3521,188,24,37
2024,30,2005,0,470,296,3216,180,33,41
2025,31,2005,0,533,319,3332,177,23,34
2026,0,2005,1,486,0,1832,115,19,0
2027,1,2005,1,443,0,1637,83,9,0
2028,2,2005,1,429,0,1850,109,16,0
2029,3,2005,1,489,0,2205,146,22,0
2030,4,2005,1,344,0,1363,82,10,0
2031,5,2005,1,527,0,2202,116,11,0
2032,6,2005,1,438,0,1515,75,10,0
2033,7,2005,1,411,0,1632,83,22,0
2034,8,2005,1,386,0,1349,90,14,0
2035,9,2005,1,383,0,1570,84,11,0
2036,10,2005,1,398,0,1762,91,9,0
2037,12,2005,1,414,0,1731,87,13,0
2038,13,2005,1,480,0,1771,94,11,0
2039,14,2005,1,506,0,1883,91,15,0
2040,15,2005,1,438,0,2063,122,18,0
2041,16,2005,1,428,0,1656,83,12,0
2042,17,2005,1,434,0,1709,79,4,0
2043,18,2005,1,554,0,2185,136,19,0
2044,19,2005,1,488,0,2040,109,15,0
2045,20,2005,1,504,0,2010,107,10,0
2046,21,2005,1,408,0,1465,72,9,0
2047,22,2005,1,437,0,1580,94,11,0
2048,23,2005,1,507,0,2049,100,18,0
2049,24,2005,1,459,0,2178,116,22,0
2050,25,2005,1,431,0,1591,79,8,0
2051,11,2005,1,411,0,1686,74,15,0
2052,26,2005,1,503,0,2145,103,16,0
2053,27,2005,1,420,0,1510,78,5,0
2054,28,2005,1,402,0,1376,75,10,0
2055,29,2005,1,506,0,2303,123,21,0
2056,30,2005,1,449,0,1894,89,12,0
2057,31,2005,1,462,0,1841,96,14,0
2058,0,2006,0,518,331,3571,189,25,34
2059,1,2006,0,581,328,3116,159,18,40
2060,2,2006,0,555,349,3818,206,24,35
2061,3,2006,0,513,324,3019,168,18,40
2062,4,2006,0,538,327,3410,183,13,35
2063,5,2006,0,499,283,3242,178,20,28
2064,6,2006,0,493,301,3354,174,26,25
2065,7,2006,0,522,321,3694,186,21,38
2066,8,2006,0,538,307,3212,178,19,61
2067,9,2006,0,506,314,3334,171,18,32
2068,10,2006,0,415,266,2548,150,16,25
2069,12,2006,0,511,301,3506,179,25,34
2070,13,2006,0,497,279,3007,166,22,47
2071,14,2006,0,525,309,3067,154,17,40
2072,15,2006,0,515,321,3668,183,20,37
2073,16,2006,0,567,333,3649,189,21,32
2074,17,2006,0,523,294,3078,143,12,35
2075,18,2006,0,532,316,3222,181,19,35
2076,19,2006,0,511,339,3520,183,22,30
2077,20,2006,0,515,286,3309,169,25,46
2078,21,2006,0,500,291,3000,149,22,41
2079,22,2006,0,518,294,3203,164,10,44
2080,23,2006,0,410,245,2413,137,17,34
2081,24,2006,0,451,266,3035,164,21,34
2082,25,2006,0,509,279,3011,151,16,60
2083,11,2006,0,486,289,3491,169,30,19
2084,26,2006,0,474,267,2854,148,26,38
2085,27,2006,0,504,299,3256,160,23,41
2086,28,2006,0,529,319,3393,176,21,39
2087,29,2006,0,505,328,3444,174,22,28
2088,30,2006,0,530,335,3602,181,24,26
2089,31,2006,0,599,355,3818,192,15,30
2090,0,2006,1,473,0,1936,107,18,0
2091,1,2006,1,402,0,1590,77,7,0
2092,2,2006,1,448,0,1863,109,15,0
2093,3,2006,1,476,0,2254,117,14,0
2094,4,2006,1,447,0,1813,97,13,0
2095,5,2006,1,514,0,2275,107,14,0
2096,6,2006,1,497,0,1917,108,11,0
2097,7,2006,1,458,0,1897,114,16,0
2098,8,2006,1,386,0,1613,87,13,0
2099,9,2006,1,461,0,1928,109,14,0
2100,10,2006,1,519,0,2768,150,20,0
2101,12,2006,1,429,0,1659,88,12,0
2102,13,2006,1,461,0,1618,72,7,0
2103,14,2006,1,489,0,2182,126,12,0
2104,15,2006,1,442,0,1657,97,14,0
2105,16,2006,1,458,0,1830,106,19,0
2106,17,2006,1,420,0,1460,94,14,0
2107,18,2006,1,453,0,2084,111,14,0
2108,19,2006,1,492,0,2010,111,18,0
2109,20,2006,1,441,0,1825,95,12,0
2110,21,2006,1,449,0,1737,96,10,0
2111,22,2006,1,388,0,1507,67,11,0
2112,23,2006,1,542,0,2144,107,15,0
2113,24,2006,1,477,0,2327,121,21,0
2114,25,2006,1,367,0,1214,59,5,0
2115,11,2006,1,492,0,2197,104,9,0
2116,26,2006,1,418,0,2063,96,10,0
2117,27,2006,1,441,0,2029,102,12,0
2118,28,2006,1,408,0,1412,72,9,0
2119,29,2006,1,446,0,1956,115,16,0
2120,30,2006,1,506,0,2313,121,20,0
2121,31,2006,1,348,0,985,53,9,0
2122,1,2007,0,541,343,3708,185,19,41
2123,2,2007,0,540,353,3687,200,29,22
2124,3,2007,0,567,354,3814,203,19,26
2125,4,2007,0,458,279,3094,168,25,33
2126,5,2007,0,578,340,3681,211,29,28
2127,6,2007,0,490,297,2728,158,18,33
2128,7,2007,0,570,361,3716,185,26,36
2129,8,2007,0,555,338,3412,185,20,42
2130,9,2007,0,462,276,3022,156,17,37
2131,10,2007,0,498,325,2764,162,16,28
2132,12,2007,0,581,342,3409,195,19,46
2133,13,2007,0,409,242,3019,165,28,30
2134,14,2007,0,539,312,3449,177,16,37
2135,15,2007,0,536,336,3655,190,27,25
2136,16,2007,0,523,306,3317,185,24,53
2137,17,2007,0,543,319,3416,181,20,37
2138,18,2007,0,470,289,3154,174,18,29
2139,19,2007,0,602,422,4131,221,32,37
2140,0,2007,0,543,345,3643,187,24,31
2141,20,2007,0,534,295,3366,176,23,36
2142,21,2007,0,537,337,3426,174,22,23
2143,22,2007,0,526,314,3041,172,23,47
2144,23,2007,0,439,261,3132,156,17,27
2145,24,2007,0,523,318,3613,190,25,31
2146,25,2007,0,490,293,3557,162,27,32
2147,11,2007,0,602,351,3424,174,20,33
2148,26,2007,0,524,327,3924,196,32,32
2149,27,2007,0,568,333,3505,183,15,45
2150,28,2007,0,536,292,2824,158,22,36
2151,29,2007,0,546,361,3682,197,25,31
2152,30,2007,0,569,349,3187,165,21,40
2153,31,2007,0,646,415,4225,222,22,38
2154,1,2007,1,454,0,1967,100,17,0
2155,2,2007,1,449,0,1893,98,11,0
2156,3,2007,1,454,0,1993,104,15,0
2157,4,2007,1,501,0,2282,119,14,0
2158,5,2007,1,460,0,2072,100,8,0
2159,6,2007,1,454,0,1726,93,11,0
2160,7,2007,1,407,0,1567,90,13,0
2161,8,2007,1,416,0,1712,89,11,0
2162,9,2007,1,481,0,2089,104,11,0
2163,10,2007,1,454,0,1711,111,10,0
2164,12,2007,1,381,0,1513,86,12,0
2165,13,2007,1,544,0,2456,129,18,0
2166,14,2007,1,403,0,1533,80,10,0
2167,15,2007,1,481,0,2033,105,12,0
2168,16,2007,1,408,0,1563,83,12,0
2169,17,2007,1,390,0,1605,92,12,0
2170,18,2007,1,517,0,2156,128,14,0
2171,19,2007,1,448,0,1911,116,19,0
2172,0,2007,1,504,0,1896,94,9,0
2173,20,2007,1,424,0,1647,77,6,0
2174,21,2007,1,472,0,1771,100,13,0
2175,22,2007,1,360,0,1572,91,7,0
2176,23,2007,1,486,0,2334,121,24,0
2177,24,2007,1,445,0,1844,105,16,0
2178,25,2007,1,446,0,1268,69,9,0
2179,11,2007,1,391,0,1460,89,10,0
2180,26,2007,1,408,0,1646,80,7,0
2181,27,2007,1,422,0,1644,78,16,0
2182,28,2007,1,361,0,1438,74,6,0
2183,29,2007,1,417,0,1825,107,15,0
2184,30,2007,1,369,0,1478,80,11,0
2185,31,2007,1,379,0,1185,67,7,0
2186,1,2008,0,622,383,3859,208,21,28
2187,2,2008,0,506,315,3287,169,23,17
2188,3,2008,0,492,301,3271,167,14,24
2189,4,2008,0,495,333,3656,186,20,26
2190,5,2008,0,446,286,3273,176,19,17
2191,6,2008,0,475,276,2997,153,23,29
2192,7,2008,0,517,323,3540,172,36,31
2193,8,2008,0,605,411,3958,213,25,28
2194,9,2008,0,522,348,3748,195,21,10
2195,10,2008,0,481,329,3009,165,6,30
2196,12,2008,0,508,308,3003,163,19,59
2197,13,2008,0,551,320,3644,173,18,40
2198,14,2008,0,525,284,2913,144,19,48
2199,15,2008,0,549,325,3526,189,20,34
2200,16,2008,0,503,296,3139,165,17,42
2201,17,2008,0,465,297,3586,166,25,29
2202,18,2008,0,572,368,3752,209,23,41
2203,19,2008,0,443,303,3716,188,25,30
2204,0,2008,0,545,331,3507,170,22,30
2205,20,2008,0,518,287,3244,141,22,27
2206,21,2008,0,557,333,3387,178,19,37
2207,22,2008,0,474,288,3222,176,27,31
2208,23,2008,0,471,266,3220,166,20,32
2209,24,2008,0,444,278,3475,158,20,30
2210,25,2008,0,528,276,2875,152,17,34
2211,11,2008,0,511,290,3095,159,16,24
2212,26,2008,0,526,299,3547,180,21,28
2213,27,2008,0,566,366,4149,207,25,35
2214,28,2008,0,533,301,2511,149,12,51
2215,29,2008,0,471,294,3423,167,24,25
2216,30,2008,0,575,342,3196,166,12,44
2217,31,2008,0,530,324,3449,163,15,45
2218,1,2008,1,437,0,1496,93,16,0
2219,2,2008,1,490,0,1921,106,15,0
2220,3,2008,1,455,0,1946,113,18,0
2221,4,2008,1,469,0,2337,122,26,0
2222,5,2008,1,541,0,2431,125,16,0
2223,6,2008,1,441,0,1901,87,8,0
2224,7,2008,1,445,0,1764,117,13,0
2225,8,2008,1,408,0,1641,98,11,0
2226,9,2008,1,509,0,2543,133,25,0
2227,10,2008,1,472,0,1966,119,18,0
2228,12,2008,1,402,0,1706,85,11,0
2229,13,2008,1,388,0,1620,96,11,0
2230,14,2008,1,421,0,1476,79,7,0
2231,15,2008,1,415,0,2046,108,17,0
2232,16,2008,1,386,0,1533,78,14,0
2233,17,2008,1,428,0,1709,98,14,0
2234,18,2008,1,407,0,1518,86,10,0
2235,19,2008,1,536,0,2754,147,31,0
2236,0,2008,1,452,0,1709,104,14,0
2237,20,2008,1,458,0,2105,121,20,0
2238,21,2008,1,432,0,1912,100,14,0
2239,22,2008,1,415,0,1722,78,8,0
2240,23,2008,1,542,0,2555,129,23,0
2241,24,2008,1,501,0,2475,146,26,0
2242,25,2008,1,366,0,1302,58,4,0
2243,11,2008,1,398,0,1526,86,12,0
2244,26,2008,1,445,0,1885,100,14,0
2245,27,2008,1,457,0,1899,98,13,0
2246,28,2008,1,390,0,1284,73,7,0
2247,29,2008,1,439,0,1962,114,18,0
2248,30,2008,1,403,0,1502,81,12,0
2249,31,2008,1,371,0,1230,72,10,0
2250,1,2009,0,531,341,3382,186,29,35
2251,2,2009,0,547,318,3249,165,18,34
2252,3,2009,0,519,295,2948,157,14,32
2253,4,2009,0,510,298,2981,167,18,39
2254,5,2009,0,526,313,3915,189,22,40
2255,6,2009,0,482,301,3318,171,28,28
2256,7,2009,0,593,346,3739,188,22,43
2257,8,2009,0,534,326,3348,177,23,35
2258,9,2009,0,509,302,3707,178,25,22
2259,10,2009,0,583,372,3403,203,19,34
2260,12,2009,0,572,344,3606,186,19,42
2261,13,2009,0,489,281,3754,184,23,44
2262,14,2009,0,580,354,3462,179,27,44
2263,15,2009,0,536,335,3871,197,25,28
2264,16,2009,0,498,314,3425,182,31,32
2265,17,2009,0,510,345,3774,191,28,14
2266,18,2009,0,501,259,2459,128,8,32
2267,19,2009,0,545,371,4249,213,35,26
2268,0,2009,0,580,352,3670,176,14,44
2269,20,2009,0,540,294,3218,168,29,37
2270,21,2009,0,495,305,3056,155,14,31
2271,22,2009,0,512,300,3355,193,25,31
2272,23,2009,0,438,259,3303,158,16,37
2273,24,2009,0,491,315,3764,182,22,25
2274,25,2009,0,524,306,3316,164,17,32
2275,11,2009,0,511,314,3316,176,19,40
2276,26,2009,0,574,330,3769,175,15,35
2277,27,2009,0,568,374,3927,204,27,28
2278,28,2009,0,548,319,3447,186,22,47
2279,29,2009,0,548,344,3487,175,19,30
2280,30,2009,0,604,404,4139,210,31,32
2281,31,2009,0,535,341,3494,183,26,48
2282,1,2009,1,467,0,2022,105,14,0
2283,2,2009,1,399,0,1573,95,12,0
2284,3,2009,1,535,0,2501,134,19,0
2285,4,2009,1,458,0,2059,99,11,0
2286,5,2009,1,506,0,2314,120,15,0
2287,6,2009,1,529,0,2531,129,16,0
2288,7,2009,1,402,0,1804,81,13,0
2289,8,2009,1,422,0,1884,112,10,0
2290,9,2009,1,531,0,2504,122,18,0
2291,10,2009,1,467,0,2024,106,10,0
2292,12,2009,1,365,0,1448,74,7,0
2293,13,2009,1,435,0,1835,88,16,0
2294,14,2009,1,413,0,1675,81,11,0
2295,15,2009,1,433,0,1711,89,10,0
2296,16,2009,1,423,0,1773,103,21,0
2297,17,2009,1,458,0,1863,100,12,0
2298,18,2009,1,420,0,1578,87,11,0
2299,19,2009,1,458,0,2025,95,18,0
2300,0,2009,1,426,0,1552,77,12,0
2301,20,2009,1,371,0,1333,68,5,0
2302,21,2009,1,450,0,1997,109,15,0
2303,22,2009,1,398,0,1768,80,6,0
2304,23,2009,1,548,0,2488,126,24,0
2305,24,2009,1,500,0,2201,127,24,0
2306,25,2009,1,435,0,1492,82,8,0
2307,11,2009,1,449,0,1799,85,10,0
2308,26,2009,1,435,0,1955,111,19,0
2309,27,2009,1,428,0,1776,80,17,0
2310,28,2009,1,372,0,1438,70,7,0
2311,29,2009,1,396,0,1711,91,17,0
2312,30,2009,1,402,0,1711,89,16,0
2313,31,2009,1,357,0,1394,63,5,0
2314,1,2010,0,582,363,3588,183,14,34
2315,2,2010,0,514,326,3469,170,21,27
2316,3,2010,0,473,294,3072,179,28,27
2317,4,2010,0,502,297,3780,184,26,23
2318,5,2010,0,507,309,3531,195,26,29
2319,6,2010,0,521,307,3216,171,23,26
2320,7,2010,0,533,324,3654,178,22,33
2321,8,2010,0,488,285,2845,153,18,47
2322,9,2010,0,581,319,3519,186,23,39
2323,10,2010,0,535,356,3433,190,22,30
2324,12,2010,0,540,348,3894,200,33,35
2325,13,2010,0,502,288,3348,166,22,39
2326,14,2010,0,536,309,3469,185,31,39
2327,15,2010,0,560,364,3625,183,23,31
2328,16,2010,0,539,308,3352,159,24,46
2329,17,2010,0,506,329,4004,197,28,26
2330,18,2010,0,531,269,3210,169,24,40
2331,19,2010,0,518,330,3498,187,23,44
2332,0,2010,0,550,358,3697,188,25,36
2333,20,2010,0,527,296,3107,163,16,47
2334,21,2010,0,526,326,3393,176,19,31
2335,22,2010,0,611,388,4136,226,25,36
2336,23,2010,0,470,249,3027,150,29,47
2337,24,2010,0,570,328,3578,191,21,43
2338,25,2010,0,596,349,3599,187,22,27
2339,11,2010,0,578,367,4187,207,23,29
2340,26,2010,0,494,306,3103,150,13,33
2341,27,2010,0,585,339,3994,206,31,37
2342,28,2010,0,593,363,3425,182,15,48
2343,29,2010,0,547,354,4280,211,33,30
2344,30,2010,0,625,410,4032,214,23,40
2345,31,2010,0,529,333,3367,178,25,31
2346,1,2010,1,386,0,1441,88,14,0
2347,2,2010,1,416,0,1843,97,15,0
2348,3,2010,1,571,0,2714,138,18,0
2349,4,2010,1,531,0,2473,126,26,0
2350,5,2010,1,505,0,2070,102,7,0
2351,6,2010,1,444,0,2107,118,12,0
2352,7,2010,1,526,0,2323,123,19,0
2353,8,2010,1,404,0,1500,77,14,0
2354,9,2010,1,408,0,1764,88,11,0
2355,10,2010,1,445,0,2032,111,14,0
2356,12,2010,1,402,0,1734,84,11,0
2357,13,2010,1,447,0,1601,84,8,0
2358,14,2010,1,423,0,1766,91,12,0
2359,15,2010,1,366,0,1694,87,9,0
2360,16,2010,1,389,0,1620,88,11,0
2361,17,2010,1,416,0,1945,98,19,0
2362,18,2010,1,408,0,1454,70,11,0
2363,19,2010,1,443,0,1999,98,18,0
2364,0,2010,1,447,0,1547,86,9,0
2365,20,2010,1,395,0,1838,82,6,0
2366,21,2010,1,503,0,1981,121,20,0
2367,22,2010,1,409,0,1728,99,10,0
2368,23,2010,1,474,0,2138,98,14,0
2369,24,2010,1,404,0,1810,88,7,0
2370,25,2010,1,384,0,1503,79,5,0
2371,11,2010,1,444,0,2041,106,15,0
2372,26,2010,1,421,0,1797,94,13,0
2373,27,2010,1,452,0,1903,91,13,0
2374,28,2010,1,333,0,1004,61,5,0
2375,29,2010,1,433,0,1751,113,16,0
2376,30,2010,1,474,0,1851,107,7,0
2377,31,2010,1,417,0,1635,87,10,0
