id,team_id,year,ff,fr,fr_td,int,int_yds,int_td,safety
787,10,1998,19,11,0,8,97,0,0
788,12,1998,17,12,1,14,250,1,1
789,13,1998,14,7,0,29,318,4,0
790,14,1998,9,8,0,9,158,0,1
791,15,1998,25,25,4,19,224,2,1
792,16,1998,16,7,0,19,217,3,0
793,17,1998,17,17,2,13,119,0,0
794,18,1998,12,9,2,21,263,1,1
795,19,1998,14,9,0,12,132,1,0
796,30,1998,9,7,2,12,98,2,0
797,20,1998,14,10,2,13,111,1,1
798,21,1998,16,14,0,19,295,2,0
799,22,1998,8,7,0,24,255,3,0
800,23,1998,16,14,1,21,420,3,0
801,24,1998,9,7,0,16,201,1,0
802,25,1998,8,5,0,17,161,2,2
803,11,1998,8,7,0,13,190,0,1
804,26,1998,17,11,4,21,466,5,2
805,27,1998,27,18,2,24,455,8,0
806,28,1998,15,13,0,16,335,3,0
807,31,1998,15,15,2,19,341,3,1
808,0,1999,7,7,3,13,209,2,1
809,1,1999,18,19,1,14,229,1,0
810,2,1999,16,15,0,12,100,1,0
811,3,1999,11,9,1,12,180,0,0
812,4,1999,19,11,1,15,169,1,2
813,5,1999,11,12,0,8,52,0,0
814,6,1999,16,9,0,21,355,2,1
815,7,1999,20,10,0,17,276,3,0
816,8,1999,14,12,2,15,123,0,1
817,9,1999,16,20,4,25,378,5,0
818,10,1999,16,13,1,10,287,1,0
819,12,1999,10,9,1,24,442,4,1
820,13,1999,11,10,1,18,243,1,1
821,14,1999,28,18,0,28,625,5,2
822,15,1999,8,6,0,12,166,1,1
823,16,1999,13,7,1,17,232,2,0
824,17,1999,21,11,1,19,330,3,3
825,18,1999,17,11,1,24,443,3,1
826,19,1999,25,16,3,16,235,1,1
827,20,1999,14,15,2,26,137,1,1
828,21,1999,15,14,0,15,169,0,0
829,22,1999,13,15,2,16,110,2,0
830,23,1999,13,13,1,20,247,1,0
831,24,1999,14,7,1,29,567,7,1
832,25,1999,15,10,0,21,403,4,1
833,11,1999,18,13,1,24,375,3,0
834,26,1999,18,15,2,19,138,0,0
835,27,1999,11,6,0,30,336,2,0
836,28,1999,13,14,2,14,149,0,0
837,30,1999,24,24,2,16,257,1,4
838,31,1999,18,18,0,12,66,1,1
839,0,2000,15,0,0,13,278,2,0
840,1,2000,13,0,0,11,254,4,0
841,2,2000,16,0,0,9,107,1,1
842,3,2000,17,0,0,16,131,1,0
843,4,2000,23,0,0,27,343,5,1
844,5,2000,18,0,0,12,68,1,0
845,6,2000,12,0,0,25,275,4,1
846,7,2000,13,0,0,10,151,0,0
847,8,2000,9,0,0,16,313,4,1
848,9,2000,8,0,0,15,198,2,0
849,10,2000,10,0,0,14,125,2,2
850,12,2000,15,0,0,16,167,0,1
851,13,2000,21,0,0,28,311,0,1
852,14,2000,16,0,0,19,255,2,0
853,15,2000,12,0,0,15,287,1,1
854,16,2000,8,0,0,20,149,0,0
855,17,2000,17,0,0,12,145,0,0
856,18,2000,16,0,0,21,229,1,0
857,19,2000,24,0,0,25,340,2,0
858,20,2000,7,0,0,21,315,1,1
859,21,2000,22,0,0,17,199,2,0
860,22,2000,15,0,0,10,161,0,0
861,23,2000,20,0,0,21,323,4,2
862,24,2000,11,0,0,19,135,0,0
863,25,2000,25,0,0,23,477,1,1
864,11,2000,16,0,0,17,219,0,1
865,26,2000,18,0,0,20,264,4,0
866,27,2000,16,0,0,17,300,3,1
867,28,2000,17,0,0,17,154,0,1
868,30,2000,26,0,0,17,285,4,0
869,31,2000,9,0,0,8,65,0,0
870,0,2001,20,0,0,24,330,2,0
871,1,2001,24,0,0,20,372,3,0
872,2,2001,14,0,0,13,192,1,0
873,3,2001,17,0,0,11,139,3,0
874,4,2001,15,0,0,22,240,1,0
875,5,2001,20,0,0,33,499,4,1
876,6,2001,15,0,0,28,419,2,0
877,7,2001,11,0,0,17,294,3,0
878,8,2001,16,0,0,19,162,1,0
879,9,2001,17,0,0,13,166,1,1
880,10,2001,11,0,0,15,158,1,0
881,12,2001,17,0,0,9,191,3,0
882,13,2001,19,0,0,17,412,5,0
883,14,2001,28,0,0,14,152,2,0
884,15,2001,14,0,0,18,154,0,0
885,16,2001,15,0,0,15,129,1,0
886,17,2001,17,0,0,12,83,0,1
887,18,2001,21,0,0,20,390,2,0
888,19,2001,6,0,0,16,217,3,0
889,20,2001,20,0,0,20,344,2,1
890,21,2001,15,0,0,24,374,1,0
891,22,2001,12,0,0,22,422,5,0
892,23,2001,11,0,0,17,306,2,0
893,24,2001,16,0,0,21,369,4,0
894,25,2001,19,0,0,16,195,1,0
895,11,2001,19,0,0,23,209,1,0
896,26,2001,20,0,0,15,209,0,0
897,27,2001,24,0,0,14,186,2,0
898,28,2001,19,0,0,16,270,2,0
899,30,2001,14,0,0,13,78,0,1
900,31,2001,15,0,0,8,47,1,0
901,0,2002,14,0,0,19,332,1,0
902,1,2002,21,0,0,9,111,0,0
903,2,2002,12,0,0,9,187,2,0
904,3,2002,9,0,0,10,147,1,0
905,4,2002,14,0,0,9,107,2,0
906,5,2002,19,0,0,17,148,0,0
907,6,2002,18,0,0,31,494,4,0
908,7,2002,7,0,0,17,186,2,0
909,8,2002,13,0,0,17,246,1,0
910,9,2002,14,0,0,18,302,0,0
911,10,2002,24,0,0,10,170,1,0
912,12,2002,16,0,0,19,227,3,0
913,13,2002,15,0,0,21,258,1,0
914,14,2002,29,0,0,15,193,2,0
915,15,2002,19,0,0,24,285,1,0
916,16,2002,14,0,0,11,93,1,0
917,17,2002,14,0,0,14,193,0,1
918,18,2002,11,0,0,15,207,0,0
919,19,2002,19,0,0,10,173,1,0
920,20,2002,22,0,0,24,516,4,0
921,21,2002,23,0,0,17,261,1,0
922,22,2002,15,0,0,18,277,3,0
923,23,2002,11,0,0,21,347,3,0
924,24,2002,25,0,0,12,74,0,0
925,25,2002,11,0,0,25,449,2,0
926,11,2002,19,0,0,14,173,1,0
927,26,2002,21,0,0,20,211,1,0
928,27,2002,17,0,0,19,245,1,0
929,28,2002,13,0,0,19,351,1,0
930,29,2002,10,0,0,10,188,2,2
931,30,2002,15,0,0,18,198,3,0
932,31,2002,5,0,0,16,191,1,0
933,0,2003,15,0,0,23,389,1,1
934,1,2003,13,0,0,15,191,1,0
935,2,2003,16,0,0,14,123,0,0
936,3,2003,15,0,0,10,114,2,1
937,4,2003,18,0,0,9,39,1,0
938,5,2003,15,0,0,15,168,1,0
939,6,2003,23,0,0,20,229,3,0
940,7,2003,14,0,0,13,271,1,0
941,8,2003,14,0,0,13,157,1,0
942,9,2003,15,0,0,25,310,3,0
943,10,2003,24,0,0,15,244,2,0
944,12,2003,19,0,0,13,183,2,2
945,13,2003,18,0,0,22,338,2,1
946,14,2003,17,0,0,13,158,1,0
947,15,2003,23,0,0,15,197,3,0
948,16,2003,21,0,0,10,199,2,0
949,17,2003,16,0,0,15,78,0,0
950,18,2003,11,0,0,11,155,0,0
951,19,2003,17,0,0,15,130,1,0
952,20,2003,18,0,0,21,315,2,0
953,21,2003,14,0,0,16,238,3,0
954,22,2003,19,0,0,29,358,5,0
955,23,2003,12,0,0,14,280,2,0
956,24,2003,25,0,0,24,505,3,1
957,25,2003,23,0,0,24,511,4,0
958,11,2003,16,0,0,17,184,0,1
959,26,2003,20,0,0,14,226,2,1
960,27,2003,12,0,0,16,157,0,1
961,28,2003,11,0,0,14,215,2,0
962,29,2003,11,0,0,14,205,1,0
963,30,2003,14,0,0,21,312,3,1
964,31,2003,19,0,0,28,693,4,0
965,0,2004,18,0,0,9,129,0,0
966,1,2004,20,0,0,17,546,5,1
967,2,2004,24,0,0,20,272,4,0
968,3,2004,21,0,0,24,333,4,1
969,4,2004,17,0,0,12,175,2,0
970,5,2004,12,0,0,15,250,1,0
971,6,2004,16,0,0,16,239,1,0
972,7,2004,20,0,0,15,214,1,0
973,8,2004,12,0,0,23,180,1,0
974,9,2004,13,0,0,13,173,1,0
975,10,2004,27,0,0,19,252,2,0
976,12,2004,15,0,0,13,109,0,0
977,13,2004,18,0,0,15,92,0,1
978,14,2004,19,0,0,17,287,2,0
979,15,2004,19,0,0,19,442,4,0
980,16,2004,18,0,0,14,113,0,0
981,17,2004,14,0,0,16,126,0,2
982,18,2004,18,0,0,19,243,2,0
983,19,2004,17,0,0,14,216,1,1
984,20,2004,13,0,0,8,165,2,0
985,21,2004,19,0,0,26,420,2,0
986,22,2004,23,0,0,20,290,1,0
987,23,2004,9,0,0,9,221,1,0
988,24,2004,13,0,0,6,45,0,0
989,25,2004,17,0,0,21,700,5,0
990,11,2004,13,0,0,18,405,1,0
991,26,2004,25,0,0,13,101,0,1
992,27,2004,19,0,0,23,337,3,0
993,28,2004,20,0,0,19,293,3,0
994,29,2004,11,0,0,22,393,2,0
995,30,2004,11,0,0,18,285,1,0
996,31,2004,17,0,0,11,207,1,0
997,0,2005,13,0,0,16,220,3,0
998,1,2005,21,0,0,24,524,4,0
999,2,2005,19,0,0,31,260,1,0
1000,3,2005,16,0,0,17,233,1,1
1001,4,2005,22,0,0,20,379,3,1
1002,5,2005,12,0,0,15,130,0,0
1003,6,2005,17,0,0,17,223,0,1
1004,7,2005,18,0,0,15,285,3,0
1005,8,2005,16,0,0,10,205,2,0
1006,9,2005,20,0,0,16,232,1,0
1007,10,2005,27,0,0,18,259,2,0
1008,12,2005,17,0,0,15,187,2,0
1009,13,2005,22,0,0,14,136,0,3
1010,14,2005,22,0,0,17,195,1,0
1011,15,2005,14,0,0,16,268,0,1
1012,16,2005,19,0,0,17,354,1,0
1013,17,2005,17,0,0,19,184,2,0
1014,18,2005,16,0,0,21,279,2,0
1015,19,2005,20,0,0,19,308,2,1
1016,20,2005,14,0,0,10,205,2,0
1017,21,2005,19,0,0,23,440,2,0
1018,22,2005,8,0,0,10,85,2,0
1019,23,2005,15,0,0,5,38,0,0
1020,24,2005,18,0,0,13,364,2,0
1021,25,2005,19,0,0,11,191,1,0
1022,11,2005,20,0,0,16,176,1,0
1023,26,2005,9,0,0,10,182,0,0
1024,27,2005,17,0,0,16,315,2,0
1025,28,2005,21,0,0,15,179,0,1
1026,29,2005,20,0,0,7,46,0,0
1027,30,2005,13,0,0,9,129,2,1
1028,31,2005,12,0,0,24,392,3,0
1029,0,2006,17,0,0,14,178,1,0
1030,1,2006,27,0,0,24,279,1,1
1031,2,2006,14,1,0,19,248,1,0
1032,3,2006,16,0,0,13,203,2,0
1033,4,2006,22,0,0,17,244,2,0
1034,5,2006,8,1,0,18,256,1,0
1035,6,2006,19,0,0,11,226,3,0
1036,7,2006,21,0,0,16,350,1,0
1037,8,2006,17,0,0,16,140,0,0
1038,9,2006,23,0,0,15,124,0,0
1039,10,2006,20,0,0,15,157,0,0
1040,12,2006,21,0,0,18,234,3,0
1041,13,2006,27,0,0,8,116,2,0
1042,14,2006,19,0,0,19,428,4,0
1043,15,2006,19,0,0,12,257,1,0
1044,16,2006,17,0,0,17,305,2,1
1045,17,2006,8,0,0,20,280,1,0
1046,18,2006,13,0,0,16,56,0,0
1047,19,2006,18,1,0,12,160,1,1
1048,20,2006,16,0,0,23,289,4,0
1049,21,2006,15,0,0,14,115,2,1
1050,22,2006,14,0,0,22,262,0,1
1051,23,2006,9,1,0,18,206,2,1
1052,24,2006,19,0,0,17,164,1,0
1053,25,2006,13,0,0,28,544,5,2
1054,11,2006,12,0,0,6,25,0,1
1055,26,2006,15,0,0,11,106,0,0
1056,27,2006,18,0,0,12,124,1,0
1057,28,2006,13,1,0,20,272,2,0
1058,29,2006,13,0,0,11,78,1,0
1059,30,2006,10,0,0,17,282,2,0
1060,31,2006,14,2,0,21,243,3,0
1061,1,2007,24,0,0,16,235,1,0
1062,2,2007,16,0,0,19,220,1,1
1063,3,2007,12,0,0,18,193,2,2
1064,4,2007,21,0,0,14,105,0,0
1065,5,2007,12,0,0,17,216,1,0
1066,6,2007,27,0,0,16,89,1,0
1067,7,2007,14,0,0,18,551,6,0
1068,8,2007,19,0,0,30,311,2,0
1069,9,2007,14,0,0,14,142,0,1
1070,10,2007,20,0,0,22,355,1,1
1071,12,2007,20,0,0,19,331,2,0
1072,13,2007,14,0,0,14,160,1,0
1073,14,2007,10,0,0,11,111,0,0
1074,15,2007,16,0,0,16,174,0,0
1075,16,2007,16,0,0,15,204,3,0
1076,17,2007,15,0,0,20,237,2,0
1077,18,2007,10,0,0,15,110,0,0
1078,19,2007,25,0,0,17,362,3,1
1079,0,2007,12,0,0,12,138,0,1
1080,20,2007,13,0,0,19,233,1,0
1081,21,2007,18,0,0,14,163,1,0
1082,22,2007,20,0,0,19,288,3,0
1083,23,2007,13,0,0,18,321,2,1
1084,24,2007,17,0,0,18,200,2,1
1085,25,2007,11,0,0,17,212,1,0
1086,11,2007,18,0,0,14,301,2,2
1087,26,2007,17,0,0,13,267,3,1
1088,27,2007,25,0,0,20,299,1,1
1089,28,2007,25,0,0,11,234,2,0
1090,29,2007,18,0,0,11,75,0,0
1091,30,2007,16,0,0,22,358,2,0
1092,31,2007,22,0,0,15,298,6,0
1093,1,2008,8,0,0,22,312,1,1
1094,2,2008,13,0,0,12,236,1,0
1095,3,2008,15,0,0,10,217,3,0
1096,4,2008,9,0,0,6,63,0,0
1097,5,2008,11,0,0,23,406,2,0
1098,6,2008,12,0,0,22,396,3,0
1099,7,2008,20,0,0,13,321,2,0
1100,8,2008,13,0,0,15,167,2,0
1101,9,2008,20,0,0,13,275,2,0
1102,10,2008,22,0,0,15,204,2,0
1103,12,2008,17,0,0,8,36,1,1
1104,13,2008,17,0,0,18,214,2,1
1105,14,2008,21,0,0,15,279,2,0
1106,15,2008,10,0,0,10,233,2,0
1107,16,2008,15,0,0,17,339,2,1
1108,17,2008,11,0,0,13,220,2,0
1109,18,2008,29,0,0,14,282,3,0
1110,19,2008,22,0,0,4,16,0,0
1111,0,2008,12,0,0,12,139,1,0
1112,20,2008,14,0,0,22,685,6,0
1113,21,2008,17,0,0,12,192,0,0
1114,22,2008,13,0,0,14,104,0,0
1115,23,2008,15,0,0,16,145,0,2
1116,24,2008,18,0,0,12,162,0,0
1117,25,2008,13,0,0,26,477,5,2
1118,11,2008,11,0,0,13,114,0,0
1119,26,2008,10,0,0,15,188,0,1
1120,27,2008,22,0,0,9,217,2,0
1121,28,2008,12,0,0,20,290,2,1
1122,29,2008,15,0,0,12,178,1,0
1123,30,2008,23,0,0,20,351,3,0
1124,31,2008,22,0,0,12,56,0,2
1125,1,2009,23,0,0,13,144,1,1
1126,2,2009,11,0,0,19,259,2,0
1127,3,2009,13,0,0,28,335,2,0
1128,4,2009,20,0,0,17,171,0,0
1129,5,2009,11,0,0,10,161,0,0
1130,6,2009,10,0,0,19,275,2,0
1131,7,2009,12,0,0,21,338,1,0
1132,8,2009,18,0,0,14,173,1,0
1133,9,2009,11,0,0,15,380,2,1
1134,10,2009,14,0,0,16,167,2,0
1135,12,2009,17,0,0,11,33,1,0
1136,13,2009,14,0,0,15,164,1,0
1137,14,2009,15,0,0,25,370,2,1
1138,15,2009,20,0,0,15,158,1,0
1139,16,2009,20,0,0,13,221,2,0
1140,17,2009,15,0,0,15,208,0,0
1141,18,2009,15,0,0,17,247,1,0
1142,19,2009,18,0,0,9,210,2,2
1143,0,2009,23,0,0,18,237,1,0
1144,20,2009,12,0,0,30,477,3,0
1145,21,2009,22,0,0,22,235,1,1
1146,22,2009,18,0,0,18,327,3,0
1147,23,2009,13,0,0,8,35,0,0
1148,24,2009,14,0,0,8,102,1,0
1149,25,2009,15,0,0,22,346,2,0
1150,11,2009,17,0,0,11,185,0,0
1151,26,2009,15,0,0,26,652,5,0
1152,27,2009,13,0,0,13,164,2,0
1153,28,2009,14,0,0,12,189,2,0
1154,29,2009,13,0,0,14,212,1,2
1155,30,2009,13,0,0,20,433,4,0
1156,31,2009,23,0,0,11,43,0,1
1157,1,2010,23,0,0,21,332,1,0
1158,2,2010,12,10,1,16,200,1,0
1159,3,2010,15,0,0,11,210,2,0
1160,4,2010,13,0,0,10,118,0,0
1161,5,2010,9,0,0,19,320,2,0
1162,6,2010,12,0,0,19,339,3,0
1163,7,2010,13,0,0,17,424,3,0
1164,8,2010,11,0,0,16,240,3,1
1165,9,2010,18,0,0,14,204,3,0
1166,10,2010,12,0,0,10,206,2,0
1167,12,2010,14,10,1,20,302,3,0
1168,13,2010,13,0,0,11,66,0,0
1169,14,2010,11,0,0,23,182,1,0
1170,15,2010,14,9,1,22,337,2,0
1171,16,2010,34,0,0,16,110,0,0
1172,17,2010,8,0,0,13,105,0,0
1173,18,2010,17,0,0,12,214,3,2
1174,19,2010,21,0,0,14,194,2,0
1175,0,2010,13,0,0,15,239,3,0
1176,20,2010,15,0,0,24,318,3,0
1177,21,2010,14,0,0,17,285,1,1
1178,22,2010,11,0,0,25,419,4,0
1179,23,2010,15,0,0,12,105,2,2
1180,24,2010,23,0,0,14,161,0,1
1181,25,2010,15,0,0,19,289,3,0
1182,11,2010,19,0,0,14,199,1,0
1183,26,2010,25,0,0,9,196,2,0
1184,27,2010,16,0,0,12,168,2,1
1185,28,2010,24,0,0,21,248,3,0
1186,29,2010,11,0,0,13,90,0,0
1187,30,2010,17,0,0,17,198,1,1
1188,31,2010,12,0,0,15,152,1,0
1189,1,2011,14,0,0,20,177,4,1
1190,2,2011,18,0,0,10,137,1,0
1191,3,2011,15,0,0,20,341,4,1
1192,4,2011,11,0,0,9,152,3,0
1193,5,2011,15,0,0,9,93,0,0
1194,6,2011,13,0,0,14,195,3,1
1195,7,2011,12,0,0,10,117,0,0
1196,8,2011,7,0,0,17,260,1,0
1197,9,2011,13,0,0,20,283,2,0
1198,10,2011,14,0,0,8,118,2,0
1199,12,2011,13,0,0,15,217,1,0
1200,13,2011,9,0,0,16,256,1,0
1201,14,2011,10,0,0,15,192,1,1
1202,15,2011,13,0,0,19,301,2,0
1203,16,2011,13,0,0,20,157,0,2
1204,17,2011,19,0,0,17,160,0,0
1205,18,2011,19,0,0,19,378,2,2
1206,19,2011,17,0,0,21,458,5,0
1207,0,2011,19,0,0,23,284,1,1
1208,20,2011,13,0,0,31,468,4,0
1209,21,2011,12,0,0,14,197,0,2
1210,22,2011,10,0,0,23,296,2,0
1211,23,2011,7,0,0,18,252,0,1
1212,24,2011,16,0,0,12,169,1,1
1213,25,2011,21,0,0,15,175,1,0
1214,11,2011,17,0,0,13,127,1,0
1215,26,2011,17,0,0,9,80,1,0
1216,27,2011,13,0,0,22,462,4,1
1217,28,2011,10,0,0,11,99,0,0
1218,29,2011,13,0,0,17,196,1,0
1219,30,2011,15,0,0,11,179,1,0
1220,31,2011,19,0,0,8,152,0,1
1221,1,2012,26,0,0,24,488,8,0
1222,2,2012,16,0,0,14,164,2,0
1223,3,2012,21,0,0,12,178,1,1
1224,4,2012,19,0,0,16,347,5,2
1225,5,2012,16,0,0,17,230,2,0
1226,6,2012,11,0,0,18,419,3,0
1227,7,2012,13,0,0,22,306,2,0
1228,8,2012,18,0,0,14,336,5,1
1229,9,2012,14,0,0,7,119,0,1
1230,10,2012,6,0,0,12,155,4,0
1231,12,2012,14,0,0,7,147,1,0
1232,13,2012,15,0,0,10,99,0,0
1233,14,2012,13,0,0,8,31,0,0
1234,15,2012,15,0,0,20,246,1,0
1235,16,2012,16,0,0,21,496,1,0
1236,17,2012,12,0,0,12,122,0,0
1237,18,2012,14,0,0,11,117,2,0
1238,19,2012,11,0,0,11,135,0,1
1239,0,2012,15,0,0,14,216,2,1
1240,20,2012,8,0,0,18,246,1,0
1241,21,2012,16,0,0,11,181,3,1
1242,22,2012,30,0,0,20,371,2,0
1243,23,2012,9,0,0,11,91,0,0
1244,24,2012,12,0,0,17,382,4,0
1245,25,2012,10,0,0,13,196,2,0
1246,11,2012,12,0,0,21,257,3,0
1247,26,2012,11,0,0,15,369,4,0
1248,27,2012,18,0,0,18,255,2,0
1249,28,2012,15,0,0,10,127,1,0
1250,29,2012,17,0,0,15,333,3,1
1251,30,2012,13,0,0,19,358,4,0
1252,31,2012,16,0,0,10,224,3,0
1253,1,2013,19,8,1,19,428,5,0
1254,2,2013,13,11,1,20,200,4,0
1255,3,2013,12,6,1,23,289,2,0
1256,4,2013,16,9,1,17,141,1,0
1257,5,2013,8,7,1,14,274,3,0
1258,6,2013,15,10,0,21,338,3,1
1259,7,2013,11,9,1,20,251,4,2
1260,8,2013,11,6,0,11,143,1,0
1261,9,2013,13,15,2,21,488,5,0
1262,10,2013,19,12,0,15,186,1,2
1263,12,2013,13,13,3,15,257,2,0
1264,13,2013,10,6,0,18,204,2,1
1265,14,2013,13,12,1,19,294,1,2
1266,15,2013,13,10,1,10,176,2,0
1267,16,2013,15,12,0,17,270,2,0
1268,17,2013,15,10,1,11,172,1,1
1269,18,2013,10,2,0,13,167,1,0
1270,19,2013,11,7,1,15,211,1,2
1271,0,2013,12,10,3,18,278,2,1
1272,20,2013,16,11,2,11,36,0,0
1273,21,2013,11,9,0,20,234,4,0
1274,22,2013,11,12,1,17,220,2,0
1275,23,2013,19,12,2,9,83,1,0
1276,24,2013,21,15,3,14,256,2,1
1277,25,2013,14,7,0,16,160,1,0
1278,11,2013,12,9,1,16,247,4,0
1279,26,2013,13,7,0,12,169,0,0
1280,27,2013,17,10,1,28,385,3,1
1281,28,2013,16,10,0,10,203,3,0
1282,29,2013,10,4,0,7,86,1,1
1283,30,2013,14,12,2,13,113,1,0
1284,31,2013,12,8,1,12,78,0,0
1285,1,2014,18,10,0,14,141,1,0
1286,2,2014,7,6,0,20,161,1,2
1287,3,2014,14,11,1,19,322,0,0
1288,4,2014,15,7,1,18,213,2,1
1289,5,2014,15,8,1,21,333,2,1
1290,6,2014,16,11,0,14,155,3,0
1291,7,2014,9,7,1,18,321,3,0
1292,8,2014,16,11,3,7,65,0,0
1293,9,2014,13,7,0,6,95,1,0
1294,10,2014,21,13,1,12,143,1,0
1295,12,2014,15,12,1,18,228,2,0
1296,13,2014,13,11,1,14,299,2,1
1297,14,2014,24,16,2,12,145,2,0
1298,15,2014,13,12,1,16,113,1,0
1299,16,2014,15,8,1,17,236,0,0
1300,17,2014,19,13,2,6,80,1,0
1301,18,2014,9,7,0,6,36,0,1
1302,19,2014,11,7,1,20,388,1,1
1303,0,2014,10,6,1,23,315,2,0
1304,20,2014,12,9,1,18,396,3,0
1305,21,2014,22,12,0,14,350,2,0
1306,22,2014,15,8,2,16,184,0,0
1307,23,2014,12,5,1,9,76,0,0
1308,24,2014,17,12,0,13,276,3,0
1309,25,2014,16,11,0,11,135,1,1
1310,11,2014,14,12,0,7,38,0,0
1311,26,2014,11,5,0,12,120,0,2
1312,27,2014,18,10,0,13,319,2,1
1313,28,2014,12,10,1,11,242,4,0
1314,29,2014,17,14,1,20,483,4,1
1315,30,2014,5,4,1,12,122,1,0
1316,31,2014,9,6,1,13,201,2,0
1317,1,2015,6,9,0,8,103,0,0
1318,2,2015,10,7,0,21,202,1,0
1319,3,2015,9,8,1,17,253,2,0
1320,4,2015,22,12,1,14,321,4,1
1321,5,2015,14,10,0,11,210,2,0
1322,6,2015,19,12,2,11,93,1,0
1323,7,2015,22,14,2,19,263,4,2
1324,8,2015,11,9,0,11,152,1,0
1325,9,2015,13,6,2,22,477,4,1
1326,10,2015,13,8,1,17,196,4,1
1327,12,2015,6,3,0,8,62,1,1
1328,13,2015,8,3,0,13,184,3,0
1329,14,2015,18,11,1,15,280,3,1
1330,15,2015,12,8,2,15,220,1,0
1331,16,2015,18,12,2,15,206,2,1
1332,17,2015,14,9,2,9,120,1,0
1333,18,2015,15,12,0,18,191,0,0
1334,19,2015,17,9,1,9,103,1,0
1335,0,2015,5,3,0,9,125,1,0
1336,20,2015,12,6,0,16,198,2,0
1337,21,2015,22,15,0,24,301,4,0
1338,22,2015,22,9,2,12,176,0,0
1339,23,2015,14,10,0,14,73,1,2
1340,24,2015,20,12,2,13,182,1,1
1341,25,2015,8,8,1,6,51,1,0
1342,11,2015,22,15,1,11,181,1,1
1343,26,2015,18,13,1,9,87,0,0
1344,27,2015,18,8,3,14,205,0,0
1345,28,2015,16,13,0,17,282,2,0
1346,29,2015,12,11,1,14,180,2,0
1347,30,2015,11,8,1,11,164,1,0
1348,31,2015,11,9,1,13,215,2,0
1349,0,2016,15,10,0,10,96,0,0
1350,1,2016,11,3,1,8,73,1,1
1351,2,2016,6,3,0,17,138,0,0
1352,3,2016,11,6,2,12,207,1,0
1353,4,2016,16,13,1,14,367,3,0
1354,5,2016,6,3,0,10,146,1,0
1355,6,2016,16,12,0,17,234,4,0
1356,7,2016,21,13,1,14,263,2,2
1357,8,2016,14,10,2,18,292,3,0
1358,9,2016,16,15,1,18,271,4,0
1359,10,2016,15,9,1,8,100,0,0
1360,12,2016,18,11,0,9,75,0,0
1361,13,2016,16,9,0,16,186,1,0
1362,14,2016,15,10,0,16,207,3,0
1363,15,2016,17,10,2,12,279,3,0
1364,16,2016,15,8,2,17,174,1,0
1365,17,2016,10,6,0,7,104,1,0
1366,18,2016,14,4,0,8,141,0,0
1367,19,2016,8,4,0,10,96,1,1
1368,20,2016,9,8,0,17,209,0,0
1369,21,2016,18,10,2,17,204,1,1
1370,22,2016,16,9,0,13,109,0,2
1371,23,2016,20,14,0,16,147,1,0
1372,24,2016,12,8,1,10,71,0,0
1373,25,2016,14,10,1,18,178,0,0
1374,11,2016,17,7,0,13,186,0,0
1375,26,2016,11,12,0,9,109,0,1
1376,27,2016,16,8,1,11,72,0,0
1377,28,2016,16,10,1,13,133,0,0
1378,29,2016,7,6,0,11,132,1,0
1379,30,2016,4,6,1,12,68,0,0
1380,31,2016,13,13,2,14,253,2,1
1381,0,2017,17,10,0,10,185,1,0
1382,1,2017,14,14,1,8,253,2,1
1383,2,2017,4,2,0,11,339,3,0
1384,3,2017,16,7,2,18,275,1,0
1385,4,2017,8,7,2,10,237,2,0
1386,5,2017,14,6,0,7,97,1,0
1387,6,2017,18,13,3,13,218,1,0
1388,7,2017,17,6,1,15,258,1,0
1389,8,2017,13,9,1,18,302,2,0
1390,9,2017,12,10,3,16,201,0,0
1391,10,2017,11,7,0,13,215,1,2
1392,12,2017,20,10,0,10,98,1,0
1393,13,2017,9,6,2,9,99,1,1
1394,14,2017,14,10,4,19,278,1,0
1395,15,2017,12,8,2,8,108,0,0
1396,16,2017,12,6,0,13,161,2,0
1397,17,2017,17,12,5,21,294,2,0
1398,18,2017,9,9,0,11,151,0,0
1399,19,2017,16,13,2,19,253,3,0
1400,20,2017,10,10,1,11,54,1,0
1401,21,2017,15,11,1,10,78,0,0
1402,22,2017,9,5,0,12,114,0,2
1403,23,2017,12,9,0,5,10,0,0
1404,24,2017,17,10,0,18,401,3,1
1405,25,2017,16,12,2,22,385,3,0
1406,11,2017,12,7,0,16,194,2,0
1407,26,2017,17,5,1,20,192,2,0
1408,27,2017,13,9,1,14,212,3,2
1409,28,2017,12,6,0,16,184,0,0
1410,29,2017,13,5,2,11,144,2,0
1411,30,2017,11,9,1,12,154,0,0
1412,31,2017,8,5,0,14,200,1,0
1413,0,2018,11,5,0,2,55,1,1
1414,1,2018,18,9,1,27,330,5,1
1415,2,2018,10,6,2,12,222,3,0
1416,3,2018,21,11,0,16,133,0,1
1417,4,2018,13,10,0,17,158,2,0
1418,5,2018,18,14,0,17,100,0,1
1419,6,2018,12,8,1,9,97,0,0
1420,7,2018,13,8,2,7,55,0,0
1421,8,2018,7,7,1,13,247,1,0
1422,9,2018,23,12,1,15,280,3,0
1423,10,2018,15,11,0,15,220,0,0
1424,12,2018,14,11,1,9,141,0,0
1425,13,2018,11,7,0,21,321,3,0
1426,14,2018,12,7,0,10,139,0,0
1427,15,2018,8,4,1,15,151,1,0
1428,16,2018,11,5,0,16,191,3,0
1429,17,2018,7,6,0,11,117,2,2
1430,18,2018,13,7,0,13,318,3,0
